# epsilon_xx, epsilon_yy, epsilon_xy
  -0.00000,  -0.00000,   0.00000
  -0.00052,  -0.00010,  -0.00170
  -0.00102,  -0.00019,  -0.00339
  -0.00153,  -0.00029,  -0.00508
  -0.00202,  -0.00039,  -0.00677
  -0.00251,  -0.00049,  -0.00845
  -0.00299,  -0.00060,  -0.01012
  -0.00346,  -0.00070,  -0.01179
  -0.00393,  -0.00081,  -0.01346
  -0.00439,  -0.00092,  -0.01512
  -0.00484,  -0.00103,  -0.01678
  -0.00528,  -0.00114,  -0.01843
  -0.00572,  -0.00125,  -0.02007
  -0.00615,  -0.00136,  -0.02172
  -0.00657,  -0.00148,  -0.02335
  -0.00698,  -0.00160,  -0.02499
  -0.00739,  -0.00172,  -0.02661
  -0.00779,  -0.00184,  -0.02824
  -0.00818,  -0.00196,  -0.02986
  -0.00857,  -0.00208,  -0.03147
  -0.00894,  -0.00221,  -0.03308
  -0.00931,  -0.00233,  -0.03468
  -0.00967,  -0.00246,  -0.03628
  -0.01003,  -0.00259,  -0.03788
  -0.01037,  -0.00272,  -0.03947
  -0.01071,  -0.00285,  -0.04105
  -0.01104,  -0.00299,  -0.04264
  -0.01137,  -0.00312,  -0.04421
  -0.01168,  -0.00326,  -0.04578
  -0.01199,  -0.00340,  -0.04735
  -0.01229,  -0.00354,  -0.04891
  -0.01258,  -0.00368,  -0.05047
  -0.01286,  -0.00382,  -0.05202
  -0.01314,  -0.00397,  -0.05357
  -0.01341,  -0.00412,  -0.05511
  -0.01367,  -0.00426,  -0.05665
  -0.01392,  -0.00441,  -0.05819
  -0.01417,  -0.00457,  -0.05972
  -0.01440,  -0.00472,  -0.06124
  -0.01463,  -0.00487,  -0.06276
  -0.01485,  -0.00503,  -0.06427
  -0.01507,  -0.00519,  -0.06578
  -0.01527,  -0.00535,  -0.06729
  -0.01547,  -0.00551,  -0.06879
  -0.01566,  -0.00567,  -0.07029
  -0.01584,  -0.00583,  -0.07178
  -0.01601,  -0.00600,  -0.07327
  -0.01618,  -0.00617,  -0.07475
  -0.01634,  -0.00633,  -0.07622
  -0.01648,  -0.00651,  -0.07770
  -0.01663,  -0.00668,  -0.07917
  -0.01676,  -0.00685,  -0.08063
  -0.01688,  -0.00703,  -0.08209
  -0.01700,  -0.00720,  -0.08354
  -0.01711,  -0.00738,  -0.08499
  -0.01721,  -0.00756,  -0.08643
  -0.01731,  -0.00775,  -0.08787
  -0.01739,  -0.00793,  -0.08931
  -0.01747,  -0.00812,  -0.09074
  -0.01754,  -0.00830,  -0.09216
  -0.01760,  -0.00849,  -0.09358
  -0.01765,  -0.00868,  -0.09500
  -0.01770,  -0.00888,  -0.09641
  -0.01774,  -0.00907,  -0.09782
  -0.01776,  -0.00927,  -0.09922
  -0.01779,  -0.00947,  -0.10062
  -0.01780,  -0.00967,  -0.10201
  -0.01781,  -0.00987,  -0.10340
  -0.01780,  -0.01007,  -0.10478
  -0.01779,  -0.01028,  -0.10616
  -0.01777,  -0.01048,  -0.10753
  -0.01775,  -0.01069,  -0.10890
  -0.01771,  -0.01090,  -0.11027
  -0.01767,  -0.01112,  -0.11162
  -0.01762,  -0.01133,  -0.11298
  -0.01756,  -0.01155,  -0.11433
  -0.01750,  -0.01177,  -0.11567
  -0.01743,  -0.01199,  -0.11702
  -0.01734,  -0.01221,  -0.11835
  -0.01725,  -0.01243,  -0.11968
  -0.01716,  -0.01266,  -0.12101
  -0.01705,  -0.01289,  -0.12233
  -0.01694,  -0.01312,  -0.12365
  -0.01682,  -0.01335,  -0.12496
  -0.01669,  -0.01358,  -0.12627
  -0.01656,  -0.01382,  -0.12757
  -0.01641,  -0.01406,  -0.12887
  -0.01626,  -0.01430,  -0.13016
  -0.01610,  -0.01454,  -0.13145
  -0.01594,  -0.01479,  -0.13273
  -0.01577,  -0.01503,  -0.13401
  -0.01558,  -0.01528,  -0.13529
  -0.01540,  -0.01553,  -0.13656
  -0.01520,  -0.01578,  -0.13782
  -0.01500,  -0.01604,  -0.13908
  -0.01478,  -0.01630,  -0.14034
  -0.01457,  -0.01656,  -0.14159
  -0.01434,  -0.01682,  -0.14284
  -0.01411,  -0.01708,  -0.14408
  -0.01387,  -0.01735,  -0.14532
  -0.01362,  -0.01762,  -0.14655
  -0.01336,  -0.01789,  -0.14778
  -0.01310,  -0.01816,  -0.14900
  -0.01283,  -0.01843,  -0.15022
  -0.01255,  -0.01871,  -0.15143
  -0.01227,  -0.01899,  -0.15264
  -0.01198,  -0.01927,  -0.15384
  -0.01168,  -0.01956,  -0.15504
  -0.01137,  -0.01984,  -0.15624
  -0.01106,  -0.02013,  -0.15743
  -0.01074,  -0.02043,  -0.15861
  -0.01041,  -0.02072,  -0.15980
  -0.01008,  -0.02102,  -0.16097
  -0.00974,  -0.02132,  -0.16214
  -0.00939,  -0.02162,  -0.16331
  -0.00904,  -0.02192,  -0.16447
  -0.00868,  -0.02223,  -0.16563
  -0.00831,  -0.02254,  -0.16678
  -0.00794,  -0.02285,  -0.16793
  -0.00756,  -0.02316,  -0.16908
  -0.00717,  -0.02348,  -0.17022
  -0.00678,  -0.02380,  -0.17135
  -0.00638,  -0.02412,  -0.17248
  -0.00597,  -0.02445,  -0.17361
  -0.00556,  -0.02477,  -0.17473
  -0.00514,  -0.02510,  -0.17584
  -0.00471,  -0.02544,  -0.17695
  -0.00428,  -0.02577,  -0.17806
  -0.00384,  -0.02611,  -0.17916
  -0.00340,  -0.02645,  -0.18026
  -0.00295,  -0.02679,  -0.18136
  -0.00249,  -0.02714,  -0.18244
  -0.00203,  -0.02749,  -0.18353
  -0.00156,  -0.02784,  -0.18461
  -0.00108,  -0.02820,  -0.18568
  -0.00060,  -0.02856,  -0.18675
  -0.00012,  -0.02892,  -0.18782
   0.00038,  -0.02928,  -0.18888
   0.00087,  -0.02965,  -0.18994
   0.00138,  -0.03002,  -0.19099
   0.00189,  -0.03039,  -0.19204
   0.00240,  -0.03076,  -0.19308
   0.00292,  -0.03114,  -0.19412
   0.00345,  -0.03153,  -0.19516
   0.00398,  -0.03191,  -0.19619
   0.00452,  -0.03230,  -0.19721
   0.00506,  -0.03269,  -0.19823
   0.00561,  -0.03308,  -0.19925
   0.00616,  -0.03348,  -0.20026
   0.00672,  -0.03388,  -0.20127
   0.00728,  -0.03428,  -0.20228
   0.00785,  -0.03469,  -0.20327
   0.00842,  -0.03510,  -0.20427
   0.00900,  -0.03551,  -0.20526
   0.00958,  -0.03593,  -0.20625
   0.01017,  -0.03635,  -0.20723
   0.01076,  -0.03677,  -0.20820
   0.01135,  -0.03720,  -0.20918
   0.01196,  -0.03763,  -0.21015
   0.01256,  -0.03806,  -0.21111
   0.01317,  -0.03850,  -0.21207
   0.01379,  -0.03894,  -0.21303
   0.01441,  -0.03938,  -0.21398
   0.01503,  -0.03983,  -0.21492
   0.01566,  -0.04028,  -0.21587
   0.01629,  -0.04073,  -0.21681
   0.01692,  -0.04119,  -0.21774
   0.01756,  -0.04165,  -0.21867
   0.01821,  -0.04211,  -0.21960
   0.01886,  -0.04258,  -0.22052
   0.01951,  -0.04305,  -0.22144
   0.02016,  -0.04352,  -0.22235
   0.02082,  -0.04400,  -0.22326
   0.02148,  -0.04448,  -0.22416
   0.02215,  -0.04497,  -0.22506
   0.02282,  -0.04546,  -0.22596
   0.02349,  -0.04595,  -0.22685
   0.02417,  -0.04645,  -0.22774
   0.02485,  -0.04695,  -0.22863
   0.02553,  -0.04745,  -0.22951
   0.02622,  -0.04796,  -0.23038
   0.02691,  -0.04847,  -0.23126
   0.02760,  -0.04899,  -0.23212
   0.02830,  -0.04951,  -0.23299
   0.02900,  -0.05003,  -0.23385
   0.02970,  -0.05056,  -0.23471
   0.03040,  -0.05109,  -0.23556
   0.03111,  -0.05162,  -0.23641
   0.03182,  -0.05216,  -0.23725
   0.03253,  -0.05270,  -0.23809
   0.03324,  -0.05325,  -0.23893
   0.03396,  -0.05380,  -0.23976
   0.03468,  -0.05435,  -0.24059
   0.03540,  -0.05491,  -0.24141
   0.03612,  -0.05547,  -0.24224
   0.03685,  -0.05604,  -0.24305
   0.03758,  -0.05661,  -0.24387
   0.03830,  -0.05719,  -0.24468
   0.03904,  -0.05776,  -0.24548
   0.03977,  -0.05835,  -0.24628
   0.04050,  -0.05893,  -0.24708
   0.04124,  -0.05952,  -0.24788
   0.04198,  -0.06012,  -0.24867
   0.04272,  -0.06072,  -0.24946
   0.04346,  -0.06132,  -0.25024
   0.04420,  -0.06193,  -0.25102
   0.04495,  -0.06254,  -0.25180
   0.04569,  -0.06316,  -0.25257
   0.04644,  -0.06378,  -0.25334
   0.04718,  -0.06440,  -0.25410
   0.04793,  -0.06503,  -0.25487
   0.04868,  -0.06566,  -0.25563
   0.04943,  -0.06630,  -0.25638
   0.05018,  -0.06694,  -0.25713
   0.05093,  -0.06759,  -0.25788
   0.05168,  -0.06824,  -0.25863
   0.05244,  -0.06889,  -0.25937
   0.05319,  -0.06955,  -0.26010
   0.05394,  -0.07021,  -0.26084
   0.05470,  -0.07088,  -0.26157
   0.05545,  -0.07155,  -0.26230
   0.05620,  -0.07223,  -0.26302
   0.05696,  -0.07291,  -0.26374
   0.05771,  -0.07359,  -0.26446
   0.05847,  -0.07428,  -0.26518
   0.05922,  -0.07497,  -0.26589
   0.05997,  -0.07567,  -0.26660
   0.06073,  -0.07638,  -0.26730
   0.06148,  -0.07708,  -0.26800
   0.06223,  -0.07779,  -0.26870
   0.06298,  -0.07851,  -0.26940
   0.06374,  -0.07923,  -0.27009
   0.06449,  -0.07996,  -0.27078
   0.06524,  -0.08069,  -0.27147
   0.06598,  -0.08142,  -0.27215
   0.06673,  -0.08216,  -0.27283
   0.06748,  -0.08290,  -0.27351
   0.06823,  -0.08365,  -0.27418
   0.06897,  -0.08440,  -0.27485
   0.06971,  -0.08516,  -0.27552
   0.07046,  -0.08592,  -0.27619
   0.07120,  -0.08669,  -0.27685
   0.07194,  -0.08746,  -0.27751
   0.07267,  -0.08823,  -0.27817
   0.07341,  -0.08901,  -0.27882
   0.07414,  -0.08980,  -0.27947
   0.07488,  -0.09059,  -0.28012
   0.07561,  -0.09138,  -0.28077
   0.07634,  -0.09218,  -0.28141
   0.07706,  -0.09298,  -0.28205
   0.07779,  -0.09379,  -0.28269
   0.07851,  -0.09460,  -0.28332
   0.07923,  -0.09542,  -0.28396
   0.07995,  -0.09624,  -0.28459
   0.08067,  -0.09707,  -0.28522
   0.08138,  -0.09790,  -0.28584
   0.08209,  -0.09873,  -0.28646
   0.08280,  -0.09957,  -0.28708
   0.08351,  -0.10042,  -0.28770
   0.08421,  -0.10127,  -0.28832
   0.08491,  -0.10212,  -0.28893
   0.08561,  -0.10298,  -0.28954
   0.08630,  -0.10384,  -0.29015
   0.08699,  -0.10471,  -0.29075
   0.08768,  -0.10558,  -0.29136
   0.08837,  -0.10646,  -0.29196
   0.08905,  -0.10734,  -0.29256
   0.08973,  -0.10823,  -0.29315
   0.09040,  -0.10912,  -0.29375
   0.09107,  -0.11002,  -0.29434
   0.09174,  -0.11092,  -0.29493
   0.09241,  -0.11182,  -0.29552
   0.09307,  -0.11273,  -0.29610
   0.09372,  -0.11365,  -0.29669
   0.09438,  -0.11457,  -0.29727
   0.09503,  -0.11549,  -0.29785
   0.09567,  -0.11642,  -0.29843
   0.09631,  -0.11735,  -0.29900
   0.09695,  -0.11829,  -0.29958
   0.09758,  -0.11923,  -0.30015
   0.09821,  -0.12018,  -0.30072
   0.09884,  -0.12113,  -0.30129
   0.09946,  -0.12208,  -0.30185
   0.10007,  -0.12304,  -0.30242
   0.10069,  -0.12401,  -0.30298
   0.10129,  -0.12498,  -0.30354
   0.10189,  -0.12595,  -0.30410
   0.10249,  -0.12693,  -0.30466
   0.10308,  -0.12791,  -0.30521
   0.10367,  -0.12890,  -0.30577
   0.10425,  -0.12989,  -0.30632
   0.10483,  -0.13089,  -0.30687
   0.10541,  -0.13189,  -0.30742
   0.10597,  -0.13289,  -0.30797
   0.10654,  -0.13390,  -0.30851
   0.10709,  -0.13492,  -0.30906
   0.10765,  -0.13594,  -0.30960
   0.10819,  -0.13696,  -0.31014
   0.10873,  -0.13799,  -0.31068
   0.10927,  -0.13902,  -0.31122
   0.10980,  -0.14006,  -0.31176
   0.11033,  -0.14110,  -0.31229
   0.11084,  -0.14214,  -0.31283
   0.11136,  -0.14319,  -0.31336
   0.11187,  -0.14424,  -0.31389
   0.11237,  -0.14530,  -0.31442
   0.11286,  -0.14636,  -0.31495
   0.11335,  -0.14743,  -0.31548
   0.11384,  -0.14850,  -0.31601
   0.11432,  -0.14958,  -0.31653
   0.11479,  -0.15065,  -0.31706
   0.11525,  -0.15174,  -0.31758
   0.11571,  -0.15283,  -0.31811
   0.11617,  -0.15392,  -0.31863
   0.11661,  -0.15501,  -0.31915
   0.11706,  -0.15611,  -0.31967
   0.11749,  -0.15722,  -0.32018
   0.11792,  -0.15832,  -0.32070
   0.11834,  -0.15944,  -0.32122
   0.11875,  -0.16055,  -0.32173
   0.11916,  -0.16167,  -0.32225
   0.11956,  -0.16279,  -0.32276
   0.11996,  -0.16392,  -0.32328
   0.12034,  -0.16505,  -0.32379
   0.12073,  -0.16619,  -0.32430
   0.12110,  -0.16733,  -0.32481
   0.12147,  -0.16847,  -0.32532
   0.12183,  -0.16962,  -0.32583
   0.12218,  -0.17077,  -0.32633
   0.12253,  -0.17192,  -0.32684
   0.12287,  -0.17308,  -0.32735
   0.12320,  -0.17424,  -0.32785
   0.12352,  -0.17541,  -0.32836
   0.12384,  -0.17658,  -0.32887
   0.12415,  -0.17775,  -0.32937
   0.12445,  -0.17893,  -0.32987
   0.12475,  -0.18011,  -0.33038
   0.12504,  -0.18129,  -0.33088
   0.12532,  -0.18248,  -0.33138
   0.12559,  -0.18367,  -0.33188
   0.12585,  -0.18486,  -0.33238
   0.12611,  -0.18606,  -0.33288
   0.12636,  -0.18726,  -0.33338
   0.12661,  -0.18847,  -0.33388
   0.12684,  -0.18967,  -0.33438
   0.12707,  -0.19088,  -0.33488
   0.12729,  -0.19210,  -0.33538
   0.12750,  -0.19331,  -0.33588
   0.12770,  -0.19453,  -0.33637
   0.12790,  -0.19576,  -0.33687
   0.12809,  -0.19698,  -0.33737
   0.12827,  -0.19821,  -0.33786
   0.12844,  -0.19945,  -0.33836
   0.12860,  -0.20068,  -0.33886
   0.12876,  -0.20192,  -0.33935
   0.12891,  -0.20316,  -0.33985
   0.12905,  -0.20440,  -0.34035
   0.12918,  -0.20565,  -0.34084
   0.12931,  -0.20690,  -0.34134
   0.12942,  -0.20815,  -0.34183
   0.12953,  -0.20941,  -0.34233
   0.12963,  -0.21067,  -0.34282
   0.12972,  -0.21193,  -0.34332
   0.12980,  -0.21319,  -0.34381
   0.12988,  -0.21446,  -0.34430
   0.12994,  -0.21572,  -0.34480
   0.13000,  -0.21699,  -0.34529
   0.13005,  -0.21827,  -0.34579
   0.13009,  -0.21954,  -0.34628
   0.13013,  -0.22082,  -0.34678
   0.13015,  -0.22210,  -0.34727
   0.13017,  -0.22338,  -0.34777
   0.13018,  -0.22467,  -0.34826
   0.13018,  -0.22595,  -0.34875
   0.13017,  -0.22724,  -0.34925
   0.13015,  -0.22853,  -0.34974
   0.13012,  -0.22983,  -0.35024
   0.13009,  -0.23112,  -0.35073
   0.13005,  -0.23242,  -0.35123
   0.13000,  -0.23372,  -0.35172
   0.12994,  -0.23502,  -0.35222
   0.12987,  -0.23632,  -0.35271
   0.12979,  -0.23762,  -0.35321
   0.12971,  -0.23893,  -0.35370
   0.12961,  -0.24023,  -0.35420
   0.12951,  -0.24154,  -0.35469
   0.12940,  -0.24285,  -0.35519
   0.12928,  -0.24417,  -0.35568
   0.12915,  -0.24548,  -0.35618
   0.12901,  -0.24679,  -0.35668
   0.12887,  -0.24811,  -0.35717
   0.12871,  -0.24943,  -0.35767
   0.12855,  -0.25075,  -0.35817
   0.12838,  -0.25207,  -0.35866
   0.12820,  -0.25339,  -0.35916
   0.12801,  -0.25471,  -0.35966
   0.12781,  -0.25603,  -0.36016
   0.12761,  -0.25735,  -0.36066
   0.12739,  -0.25868,  -0.36115
   0.12717,  -0.26000,  -0.36165
   0.12694,  -0.26133,  -0.36215
   0.12670,  -0.26266,  -0.36265
   0.12645,  -0.26399,  -0.36315
   0.12619,  -0.26531,  -0.36365
   0.12592,  -0.26664,  -0.36415
   0.12565,  -0.26797,  -0.36465
   0.12537,  -0.26930,  -0.36515
   0.12507,  -0.27063,  -0.36565
   0.12477,  -0.27197,  -0.36615
   0.12446,  -0.27330,  -0.36665
   0.12415,  -0.27463,  -0.36715
   0.12382,  -0.27596,  -0.36765
   0.12349,  -0.27729,  -0.36815
   0.12314,  -0.27862,  -0.36865
   0.12279,  -0.27996,  -0.36916
   0.12243,  -0.28129,  -0.36966
   0.12206,  -0.28262,  -0.37016
   0.12169,  -0.28395,  -0.37066
   0.12130,  -0.28528,  -0.37117
   0.12091,  -0.28662,  -0.37167
   0.12051,  -0.28795,  -0.37217
   0.12010,  -0.28928,  -0.37268
   0.11968,  -0.29061,  -0.37318
   0.11925,  -0.29194,  -0.37369
   0.11882,  -0.29327,  -0.37419
   0.11837,  -0.29460,  -0.37470
   0.11792,  -0.29592,  -0.37520
   0.11746,  -0.29725,  -0.37571
   0.11699,  -0.29858,  -0.37621
   0.11652,  -0.29990,  -0.37672
   0.11603,  -0.30123,  -0.37722
   0.11554,  -0.30255,  -0.37773
   0.11504,  -0.30387,  -0.37823
   0.11453,  -0.30520,  -0.37874
   0.11401,  -0.30652,  -0.37925
   0.11349,  -0.30783,  -0.37975
   0.11296,  -0.30915,  -0.38026
   0.11242,  -0.31047,  -0.38076
   0.11187,  -0.31178,  -0.38127
   0.11131,  -0.31310,  -0.38178
   0.11075,  -0.31441,  -0.38228
   0.11017,  -0.31572,  -0.38279
   0.10959,  -0.31703,  -0.38330
   0.10900,  -0.31834,  -0.38381
   0.10841,  -0.31964,  -0.38431
   0.10781,  -0.32095,  -0.38482
   0.10719,  -0.32225,  -0.38533
   0.10658,  -0.32355,  -0.38583
   0.10595,  -0.32485,  -0.38634
