# epsilon_xx, epsilon_yy, epsilon_xy
   0.00000,  -0.00000,   0.00000
  -0.00138,   0.00047,  -0.00091
  -0.00275,   0.00093,  -0.00182
  -0.00412,   0.00138,  -0.00272
  -0.00549,   0.00182,  -0.00361
  -0.00686,   0.00224,  -0.00450
  -0.00822,   0.00266,  -0.00538
  -0.00959,   0.00306,  -0.00625
  -0.01094,   0.00346,  -0.00712
  -0.01230,   0.00384,  -0.00798
  -0.01365,   0.00421,  -0.00883
  -0.01500,   0.00457,  -0.00968
  -0.01635,   0.00491,  -0.01052
  -0.01769,   0.00525,  -0.01135
  -0.01903,   0.00558,  -0.01217
  -0.02036,   0.00590,  -0.01299
  -0.02169,   0.00620,  -0.01381
  -0.02302,   0.00650,  -0.01461
  -0.02434,   0.00678,  -0.01541
  -0.02566,   0.00705,  -0.01620
  -0.02697,   0.00732,  -0.01699
  -0.02828,   0.00757,  -0.01777
  -0.02958,   0.00781,  -0.01854
  -0.03088,   0.00804,  -0.01930
  -0.03218,   0.00826,  -0.02006
  -0.03346,   0.00847,  -0.02081
  -0.03474,   0.00867,  -0.02155
  -0.03602,   0.00887,  -0.02229
  -0.03729,   0.00905,  -0.02302
  -0.03856,   0.00922,  -0.02374
  -0.03981,   0.00938,  -0.02446
  -0.04107,   0.00953,  -0.02517
  -0.04231,   0.00967,  -0.02587
  -0.04355,   0.00980,  -0.02656
  -0.04478,   0.00992,  -0.02725
  -0.04601,   0.01003,  -0.02793
  -0.04723,   0.01013,  -0.02860
  -0.04844,   0.01022,  -0.02926
  -0.04965,   0.01031,  -0.02992
  -0.05084,   0.01038,  -0.03057
  -0.05204,   0.01044,  -0.03122
  -0.05322,   0.01050,  -0.03185
  -0.05439,   0.01054,  -0.03248
  -0.05556,   0.01058,  -0.03311
  -0.05672,   0.01060,  -0.03372
  -0.05787,   0.01062,  -0.03433
  -0.05902,   0.01063,  -0.03493
  -0.06015,   0.01063,  -0.03552
  -0.06128,   0.01062,  -0.03611
  -0.06240,   0.01060,  -0.03668
  -0.06351,   0.01057,  -0.03725
  -0.06461,   0.01053,  -0.03782
  -0.06570,   0.01049,  -0.03837
  -0.06678,   0.01043,  -0.03892
  -0.06786,   0.01037,  -0.03946
  -0.06892,   0.01029,  -0.04000
  -0.06998,   0.01021,  -0.04052
  -0.07103,   0.01013,  -0.04104
  -0.07206,   0.01003,  -0.04156
  -0.07309,   0.00992,  -0.04206
  -0.07411,   0.00981,  -0.04256
  -0.07511,   0.00968,  -0.04305
  -0.07611,   0.00955,  -0.04353
  -0.07710,   0.00941,  -0.04400
  -0.07808,   0.00927,  -0.04447
  -0.07905,   0.00911,  -0.04493
  -0.08000,   0.00895,  -0.04538
  -0.08095,   0.00878,  -0.04582
  -0.08189,   0.00860,  -0.04626
  -0.08281,   0.00841,  -0.04669
  -0.08373,   0.00821,  -0.04711
  -0.08463,   0.00801,  -0.04753
  -0.08552,   0.00780,  -0.04793
  -0.08640,   0.00758,  -0.04833
  -0.08728,   0.00736,  -0.04873
  -0.08813,   0.00712,  -0.04911
  -0.08898,   0.00688,  -0.04949
