# epsilon_xx, epsilon_yy, epsilon_xy
   0.00000,   0.00000,   0.00000
  -0.00080,   0.00070,  -0.00064
  -0.00159,   0.00140,  -0.00129
  -0.00238,   0.00210,  -0.00194
  -0.00316,   0.00280,  -0.00260
  -0.00393,   0.00350,  -0.00326
  -0.00469,   0.00419,  -0.00393
  -0.00544,   0.00489,  -0.00460
  -0.00619,   0.00558,  -0.00528
  -0.00692,   0.00627,  -0.00596
  -0.00765,   0.00696,  -0.00665
  -0.00837,   0.00764,  -0.00735
  -0.00908,   0.00833,  -0.00804
  -0.00979,   0.00901,  -0.00875
  -0.01048,   0.00969,  -0.00945
  -0.01117,   0.01037,  -0.01016
  -0.01185,   0.01105,  -0.01088
  -0.01252,   0.01173,  -0.01160
  -0.01318,   0.01240,  -0.01233
  -0.01383,   0.01307,  -0.01305
  -0.01448,   0.01374,  -0.01379
  -0.01511,   0.01441,  -0.01452
  -0.01574,   0.01507,  -0.01527
  -0.01636,   0.01573,  -0.01601
  -0.01697,   0.01639,  -0.01676
  -0.01757,   0.01705,  -0.01751
  -0.01816,   0.01771,  -0.01827
  -0.01874,   0.01836,  -0.01903
  -0.01931,   0.01901,  -0.01979
  -0.01988,   0.01966,  -0.02056
  -0.02043,   0.02031,  -0.02133
  -0.02098,   0.02095,  -0.02210
  -0.02152,   0.02159,  -0.02287
  -0.02204,   0.02223,  -0.02365
  -0.02256,   0.02286,  -0.02443
  -0.02307,   0.02350,  -0.02522
  -0.02357,   0.02413,  -0.02601
  -0.02406,   0.02475,  -0.02680
  -0.02454,   0.02538,  -0.02759
  -0.02501,   0.02600,  -0.02839
  -0.02548,   0.02662,  -0.02918
  -0.02593,   0.02723,  -0.02998
  -0.02637,   0.02785,  -0.03079
  -0.02680,   0.02846,  -0.03159
  -0.02723,   0.02906,  -0.03240
  -0.02764,   0.02967,  -0.03321
  -0.02805,   0.03027,  -0.03402
  -0.02844,   0.03086,  -0.03483
  -0.02883,   0.03146,  -0.03564
  -0.02920,   0.03205,  -0.03646
  -0.02957,   0.03263,  -0.03728
  -0.02993,   0.03322,  -0.03810
  -0.03027,   0.03380,  -0.03892
  -0.03061,   0.03438,  -0.03974
  -0.03094,   0.03495,  -0.04056
  -0.03125,   0.03552,  -0.04139
  -0.03156,   0.03609,  -0.04221
  -0.03186,   0.03665,  -0.04304
  -0.03214,   0.03721,  -0.04387
  -0.03242,   0.03777,  -0.04470
  -0.03269,   0.03832,  -0.04552
  -0.03294,   0.03887,  -0.04635
  -0.03319,   0.03941,  -0.04718
  -0.03343,   0.03995,  -0.04802
  -0.03365,   0.04049,  -0.04885
  -0.03387,   0.04102,  -0.04968
  -0.03408,   0.04155,  -0.05051
  -0.03428,   0.04208,  -0.05134
  -0.03446,   0.04260,  -0.05217
  -0.03464,   0.04312,  -0.05301
  -0.03480,   0.04363,  -0.05384
  -0.03496,   0.04414,  -0.05467
  -0.03511,   0.04465,  -0.05550
  -0.03524,   0.04515,  -0.05633
  -0.03537,   0.04564,  -0.05716
  -0.03548,   0.04614,  -0.05799
  -0.03559,   0.04662,  -0.05882
  -0.03568,   0.04711,  -0.05965
  -0.03577,   0.04759,  -0.06048
  -0.03584,   0.04806,  -0.06130
  -0.03590,   0.04854,  -0.06213
  -0.03596,   0.04900,  -0.06295
  -0.03600,   0.04946,  -0.06378
  -0.03604,   0.04992,  -0.06460
  -0.03606,   0.05038,  -0.06542
  -0.03607,   0.05082,  -0.06624
  -0.03607,   0.05127,  -0.06706
  -0.03606,   0.05171,  -0.06787
  -0.03605,   0.05214,  -0.06869
  -0.03602,   0.05257,  -0.06950
  -0.03598,   0.05300,  -0.07031
  -0.03593,   0.05342,  -0.07112
  -0.03587,   0.05384,  -0.07193
  -0.03580,   0.05425,  -0.07273
  -0.03572,   0.05465,  -0.07354
  -0.03563,   0.05505,  -0.07434
  -0.03553,   0.05545,  -0.07514
  -0.03542,   0.05584,  -0.07593
  -0.03530,   0.05623,  -0.07673
  -0.03517,   0.05661,  -0.07752
  -0.03502,   0.05699,  -0.07831
  -0.03487,   0.05736,  -0.07909
  -0.03471,   0.05773,  -0.07987
  -0.03454,   0.05809,  -0.08065
  -0.03436,   0.05844,  -0.08143
  -0.03416,   0.05880,  -0.08220
  -0.03396,   0.05914,  -0.08297
  -0.03375,   0.05948,  -0.08374
  -0.03352,   0.05982,  -0.08450
  -0.03329,   0.06015,  -0.08526
  -0.03304,   0.06047,  -0.08602
  -0.03279,   0.06079,  -0.08677
  -0.03253,   0.06111,  -0.08752
  -0.03225,   0.06142,  -0.08827
  -0.03197,   0.06172,  -0.08901
  -0.03167,   0.06202,  -0.08975
  -0.03137,   0.06231,  -0.09048
  -0.03105,   0.06260,  -0.09121
  -0.03073,   0.06288,  -0.09194
  -0.03040,   0.06316,  -0.09266
  -0.03005,   0.06343,  -0.09338
  -0.02970,   0.06370,  -0.09409
  -0.02933,   0.06396,  -0.09480
  -0.02896,   0.06421,  -0.09550
  -0.02857,   0.06446,  -0.09620
  -0.02818,   0.06470,  -0.09690
  -0.02777,   0.06494,  -0.09759
  -0.02736,   0.06517,  -0.09827
  -0.02694,   0.06540,  -0.09895
  -0.02650,   0.06562,  -0.09962
  -0.02606,   0.06583,  -0.10029
  -0.02561,   0.06604,  -0.10096
  -0.02515,   0.06625,  -0.10162
  -0.02467,   0.06644,  -0.10227
  -0.02419,   0.06664,  -0.10292
  -0.02370,   0.06682,  -0.10356
  -0.02320,   0.06700,  -0.10420
  -0.02269,   0.06718,  -0.10483
  -0.02217,   0.06735,  -0.10546
  -0.02164,   0.06751,  -0.10608
  -0.02110,   0.06767,  -0.10669
  -0.02055,   0.06782,  -0.10730
  -0.01999,   0.06796,  -0.10790
  -0.01943,   0.06810,  -0.10850
  -0.01885,   0.06823,  -0.10909
  -0.01826,   0.06836,  -0.10968
  -0.01767,   0.06848,  -0.11025
  -0.01706,   0.06860,  -0.11082
  -0.01645,   0.06871,  -0.11139
  -0.01583,   0.06881,  -0.11195
  -0.01520,   0.06891,  -0.11250
  -0.01456,   0.06900,  -0.11305
  -0.01391,   0.06909,  -0.11358
  -0.01325,   0.06917,  -0.11412
  -0.01258,   0.06924,  -0.11464
  -0.01191,   0.06931,  -0.11516
  -0.01122,   0.06937,  -0.11567
  -0.01053,   0.06943,  -0.11617
  -0.00982,   0.06947,  -0.11667
  -0.00911,   0.06952,  -0.11716
  -0.00839,   0.06956,  -0.11764
  -0.00766,   0.06959,  -0.11812
  -0.00693,   0.06961,  -0.11859
  -0.00618,   0.06963,  -0.11905
  -0.00543,   0.06964,  -0.11950
  -0.00467,   0.06965,  -0.11995
  -0.00390,   0.06965,  -0.12038
  -0.00312,   0.06965,  -0.12081
  -0.00233,   0.06964,  -0.12124
  -0.00153,   0.06962,  -0.12165
  -0.00073,   0.06959,  -0.12206
   0.00008,   0.06957,  -0.12246
   0.00090,   0.06953,  -0.12285
   0.00173,   0.06949,  -0.12323
   0.00256,   0.06944,  -0.12360
   0.00341,   0.06939,  -0.12397
   0.00426,   0.06933,  -0.12433
   0.00512,   0.06926,  -0.12468
   0.00598,   0.06919,  -0.12502
   0.00686,   0.06911,  -0.12535
   0.00774,   0.06903,  -0.12568
   0.00863,   0.06893,  -0.12599
   0.00952,   0.06884,  -0.12630
   0.01043,   0.06874,  -0.12660
   0.01134,   0.06863,  -0.12689
   0.01226,   0.06851,  -0.12717
   0.01319,   0.06839,  -0.12744
   0.01412,   0.06826,  -0.12771
   0.01506,   0.06813,  -0.12796
   0.01601,   0.06799,  -0.12821
   0.01696,   0.06785,  -0.12845
   0.01792,   0.06770,  -0.12868
   0.01889,   0.06754,  -0.12889
   0.01986,   0.06738,  -0.12910
   0.02085,   0.06721,  -0.12931
   0.02183,   0.06703,  -0.12950
   0.02283,   0.06685,  -0.12968
   0.02383,   0.06667,  -0.12985
   0.02484,   0.06647,  -0.13002
   0.02585,   0.06627,  -0.13017
   0.02687,   0.06607,  -0.13031
   0.02790,   0.06586,  -0.13045
