# epsilon_xx, epsilon_yy, epsilon_xy
  -0.00000,   0.00000,  -0.00000
   0.00059,   0.00001,  -0.00013
   0.00116,   0.00002,  -0.00025
   0.00172,   0.00003,  -0.00038
   0.00227,   0.00005,  -0.00050
   0.00281,   0.00007,  -0.00063
   0.00333,   0.00008,  -0.00075
   0.00384,   0.00010,  -0.00088
   0.00433,   0.00013,  -0.00100
   0.00482,   0.00015,  -0.00112
   0.00529,   0.00018,  -0.00125
   0.00575,   0.00021,  -0.00137
   0.00619,   0.00024,  -0.00149
   0.00662,   0.00027,  -0.00161
   0.00704,   0.00030,  -0.00173
   0.00745,   0.00034,  -0.00185
   0.00784,   0.00037,  -0.00197
   0.00822,   0.00041,  -0.00210
   0.00859,   0.00045,  -0.00222
   0.00894,   0.00050,  -0.00234
   0.00928,   0.00054,  -0.00245
   0.00961,   0.00059,  -0.00257
   0.00993,   0.00063,  -0.00269
   0.01023,   0.00068,  -0.00281
   0.01052,   0.00073,  -0.00293
   0.01080,   0.00079,  -0.00305
   0.01106,   0.00084,  -0.00317
   0.01131,   0.00089,  -0.00329
   0.01155,   0.00095,  -0.00341
   0.01178,   0.00101,  -0.00352
   0.01199,   0.00107,  -0.00364
   0.01219,   0.00113,  -0.00376
   0.01238,   0.00120,  -0.00388
   0.01255,   0.00126,  -0.00400
   0.01272,   0.00133,  -0.00411
   0.01286,   0.00140,  -0.00423
   0.01300,   0.00147,  -0.00435
   0.01313,   0.00154,  -0.00447
   0.01324,   0.00161,  -0.00459
   0.01334,   0.00168,  -0.00470
   0.01342,   0.00176,  -0.00482
   0.01350,   0.00183,  -0.00494
   0.01356,   0.00191,  -0.00506
   0.01361,   0.00199,  -0.00518
   0.01364,   0.00207,  -0.00530
   0.01367,   0.00215,  -0.00541
   0.01368,   0.00224,  -0.00553
   0.01368,   0.00232,  -0.00565
   0.01367,   0.00241,  -0.00577
   0.01364,   0.00249,  -0.00589
   0.01360,   0.00258,  -0.00601
   0.01355,   0.00267,  -0.00613
   0.01349,   0.00276,  -0.00625
   0.01342,   0.00285,  -0.00637
   0.01333,   0.00295,  -0.00649
   0.01323,   0.00304,  -0.00661
   0.01312,   0.00314,  -0.00673
   0.01300,   0.00323,  -0.00686
   0.01286,   0.00333,  -0.00698
   0.01272,   0.00343,  -0.00710
   0.01256,   0.00353,  -0.00722
   0.01239,   0.00363,  -0.00735
   0.01220,   0.00373,  -0.00747
   0.01201,   0.00383,  -0.00759
   0.01180,   0.00394,  -0.00772
   0.01158,   0.00404,  -0.00784
   0.01135,   0.00415,  -0.00797
   0.01111,   0.00425,  -0.00809
   0.01086,   0.00436,  -0.00822
   0.01059,   0.00447,  -0.00835
   0.01032,   0.00458,  -0.00847
   0.01003,   0.00469,  -0.00860
   0.00973,   0.00480,  -0.00873
   0.00942,   0.00491,  -0.00886
   0.00910,   0.00502,  -0.00899
   0.00876,   0.00513,  -0.00912
   0.00842,   0.00525,  -0.00925
   0.00806,   0.00536,  -0.00938
   0.00769,   0.00547,  -0.00951
   0.00732,   0.00559,  -0.00964
   0.00693,   0.00571,  -0.00978
   0.00653,   0.00582,  -0.00991
   0.00611,   0.00594,  -0.01004
   0.00569,   0.00606,  -0.01018
   0.00526,   0.00618,  -0.01031
   0.00481,   0.00630,  -0.01045
   0.00436,   0.00642,  -0.01059
   0.00389,   0.00654,  -0.01073
   0.00341,   0.00666,  -0.01087
   0.00293,   0.00678,  -0.01100
   0.00243,   0.00690,  -0.01115
   0.00192,   0.00702,  -0.01129
