# epsilon_xx, epsilon_yy, epsilon_xy
   0.00000,   0.00000,  -0.00000
  -0.00056,  -0.00060,  -0.00053
  -0.00113,  -0.00120,  -0.00105
  -0.00170,  -0.00179,  -0.00156
  -0.00226,  -0.00237,  -0.00207
  -0.00283,  -0.00295,  -0.00257
  -0.00339,  -0.00353,  -0.00306
  -0.00396,  -0.00410,  -0.00355
  -0.00453,  -0.00466,  -0.00403
  -0.00509,  -0.00522,  -0.00450
  -0.00566,  -0.00577,  -0.00497
  -0.00622,  -0.00632,  -0.00543
  -0.00679,  -0.00686,  -0.00589
  -0.00736,  -0.00740,  -0.00634
  -0.00792,  -0.00793,  -0.00678
  -0.00849,  -0.00845,  -0.00722
  -0.00905,  -0.00897,  -0.00765
  -0.00962,  -0.00949,  -0.00807
  -0.01018,  -0.01000,  -0.00849
  -0.01075,  -0.01050,  -0.00891
  -0.01131,  -0.01100,  -0.00931
  -0.01187,  -0.01149,  -0.00972
  -0.01243,  -0.01198,  -0.01011
  -0.01300,  -0.01246,  -0.01051
  -0.01356,  -0.01293,  -0.01089
  -0.01412,  -0.01341,  -0.01127
  -0.01468,  -0.01387,  -0.01165
  -0.01524,  -0.01433,  -0.01202
  -0.01580,  -0.01478,  -0.01238
  -0.01636,  -0.01523,  -0.01274
  -0.01691,  -0.01567,  -0.01310
  -0.01747,  -0.01611,  -0.01345
  -0.01803,  -0.01654,  -0.01380
  -0.01858,  -0.01697,  -0.01414
  -0.01913,  -0.01739,  -0.01447
  -0.01969,  -0.01780,  -0.01480
  -0.02024,  -0.01821,  -0.01513
  -0.02079,  -0.01861,  -0.01545
  -0.02134,  -0.01901,  -0.01577
  -0.02189,  -0.01940,  -0.01608
  -0.02244,  -0.01979,  -0.01639
  -0.02298,  -0.02017,  -0.01669
  -0.02353,  -0.02055,  -0.01699
  -0.02407,  -0.02092,  -0.01728
  -0.02461,  -0.02128,  -0.01757
  -0.02516,  -0.02164,  -0.01786
  -0.02570,  -0.02199,  -0.01814
  -0.02623,  -0.02234,  -0.01842
  -0.02677,  -0.02268,  -0.01869
  -0.02731,  -0.02302,  -0.01896
  -0.02784,  -0.02335,  -0.01923
  -0.02838,  -0.02367,  -0.01949
  -0.02891,  -0.02399,  -0.01975
  -0.02944,  -0.02430,  -0.02001
  -0.02997,  -0.02461,  -0.02026
  -0.03050,  -0.02491,  -0.02051
  -0.03102,  -0.02521,  -0.02075
  -0.03155,  -0.02550,  -0.02099
  -0.03207,  -0.02578,  -0.02123
  -0.03259,  -0.02606,  -0.02146
  -0.03311,  -0.02634,  -0.02169
  -0.03363,  -0.02661,  -0.02192
  -0.03414,  -0.02687,  -0.02214
  -0.03466,  -0.02712,  -0.02236
  -0.03517,  -0.02738,  -0.02258
  -0.03568,  -0.02762,  -0.02280
  -0.03619,  -0.02786,  -0.02301
  -0.03670,  -0.02810,  -0.02322
  -0.03721,  -0.02832,  -0.02342
  -0.03771,  -0.02855,  -0.02362
  -0.03821,  -0.02877,  -0.02382
  -0.03871,  -0.02898,  -0.02402
  -0.03921,  -0.02918,  -0.02421
  -0.03971,  -0.02939,  -0.02441
  -0.04021,  -0.02958,  -0.02459
  -0.04070,  -0.02977,  -0.02478
  -0.04119,  -0.02995,  -0.02496
  -0.04168,  -0.03013,  -0.02515
  -0.04217,  -0.03031,  -0.02532
  -0.04265,  -0.03047,  -0.02550
  -0.04314,  -0.03064,  -0.02567
  -0.04362,  -0.03079,  -0.02585
  -0.04410,  -0.03094,  -0.02602
  -0.04458,  -0.03109,  -0.02618
  -0.04506,  -0.03123,  -0.02635
  -0.04553,  -0.03136,  -0.02651
  -0.04600,  -0.03149,  -0.02667
  -0.04647,  -0.03161,  -0.02683
  -0.04694,  -0.03173,  -0.02699
  -0.04741,  -0.03184,  -0.02714
  -0.04787,  -0.03195,  -0.02729
  -0.04833,  -0.03205,  -0.02744
  -0.04880,  -0.03215,  -0.02759
  -0.04925,  -0.03224,  -0.02774
  -0.04971,  -0.03232,  -0.02788
  -0.05016,  -0.03240,  -0.02803
  -0.05062,  -0.03248,  -0.02817
  -0.05107,  -0.03254,  -0.02831
  -0.05152,  -0.03261,  -0.02845
  -0.05196,  -0.03266,  -0.02858
  -0.05241,  -0.03272,  -0.02872
  -0.05285,  -0.03276,  -0.02885
  -0.05329,  -0.03281,  -0.02899
  -0.05373,  -0.03284,  -0.02912
  -0.05416,  -0.03287,  -0.02925
