# epsilon_xx, epsilon_yy, epsilon_xy
  -0.00000,  -0.00000,   0.00000
  -0.00079,  -0.00028,   0.00052
  -0.00157,  -0.00055,   0.00102
  -0.00236,  -0.00083,   0.00151
  -0.00315,  -0.00110,   0.00199
  -0.00394,  -0.00136,   0.00246
  -0.00472,  -0.00163,   0.00291
  -0.00551,  -0.00189,   0.00335
  -0.00630,  -0.00214,   0.00378
  -0.00708,  -0.00240,   0.00420
  -0.00787,  -0.00265,   0.00461
  -0.00865,  -0.00290,   0.00500
  -0.00944,  -0.00314,   0.00538
  -0.01022,  -0.00339,   0.00574
  -0.01101,  -0.00363,   0.00610
  -0.01179,  -0.00386,   0.00644
  -0.01257,  -0.00410,   0.00677
  -0.01336,  -0.00433,   0.00709
  -0.01414,  -0.00456,   0.00740
  -0.01492,  -0.00478,   0.00769
  -0.01570,  -0.00500,   0.00798
  -0.01648,  -0.00522,   0.00825
  -0.01726,  -0.00544,   0.00851
  -0.01804,  -0.00566,   0.00875
  -0.01881,  -0.00587,   0.00899
  -0.01959,  -0.00608,   0.00921
  -0.02036,  -0.00629,   0.00942
  -0.02114,  -0.00649,   0.00962
  -0.02191,  -0.00669,   0.00981
  -0.02268,  -0.00689,   0.00999
  -0.02345,  -0.00709,   0.01015
  -0.02422,  -0.00729,   0.01031
  -0.02499,  -0.00748,   0.01045
  -0.02576,  -0.00767,   0.01058
  -0.02653,  -0.00786,   0.01070
  -0.02729,  -0.00804,   0.01081
  -0.02806,  -0.00823,   0.01090
  -0.02882,  -0.00841,   0.01099
  -0.02958,  -0.00859,   0.01106
  -0.03034,  -0.00876,   0.01113
  -0.03110,  -0.00894,   0.01118
  -0.03185,  -0.00911,   0.01122
  -0.03261,  -0.00928,   0.01125
  -0.03336,  -0.00945,   0.01127
  -0.03411,  -0.00962,   0.01128
  -0.03486,  -0.00978,   0.01128
  -0.03561,  -0.00994,   0.01126
  -0.03636,  -0.01010,   0.01124
  -0.03710,  -0.01026,   0.01121
  -0.03785,  -0.01042,   0.01116
  -0.03859,  -0.01057,   0.01111
  -0.03933,  -0.01073,   0.01104
  -0.04007,  -0.01088,   0.01097
  -0.04080,  -0.01103,   0.01088
  -0.04154,  -0.01117,   0.01079
  -0.04227,  -0.01132,   0.01068
  -0.04300,  -0.01146,   0.01057
  -0.04373,  -0.01161,   0.01044
  -0.04445,  -0.01175,   0.01030
  -0.04517,  -0.01189,   0.01016
  -0.04590,  -0.01202,   0.01000
  -0.04661,  -0.01216,   0.00984
  -0.04733,  -0.01230,   0.00966
  -0.04805,  -0.01243,   0.00948
  -0.04876,  -0.01256,   0.00929
  -0.04947,  -0.01269,   0.00908
  -0.05017,  -0.01282,   0.00887
  -0.05088,  -0.01295,   0.00865
  -0.05158,  -0.01307,   0.00842
  -0.05228,  -0.01320,   0.00818
  -0.05298,  -0.01332,   0.00793
  -0.05367,  -0.01344,   0.00767
  -0.05436,  -0.01356,   0.00740
  -0.05505,  -0.01368,   0.00713
  -0.05574,  -0.01380,   0.00684
  -0.05642,  -0.01392,   0.00655
  -0.05710,  -0.01403,   0.00625
  -0.05778,  -0.01415,   0.00594
  -0.05846,  -0.01426,   0.00562
  -0.05913,  -0.01437,   0.00529
  -0.05980,  -0.01448,   0.00495
  -0.06046,  -0.01459,   0.00461
  -0.06113,  -0.01470,   0.00426
  -0.06179,  -0.01481,   0.00389
  -0.06244,  -0.01492,   0.00353
  -0.06310,  -0.01502,   0.00315
  -0.06375,  -0.01513,   0.00277
  -0.06440,  -0.01523,   0.00237
  -0.06504,  -0.01533,   0.00197
  -0.06568,  -0.01544,   0.00157
  -0.06632,  -0.01554,   0.00115
  -0.06695,  -0.01564,   0.00073
  -0.06759,  -0.01574,   0.00030
  -0.06821,  -0.01584,  -0.00014
  -0.06884,  -0.01593,  -0.00058
  -0.06946,  -0.01603,  -0.00104
  -0.07008,  -0.01613,  -0.00150
  -0.07069,  -0.01622,  -0.00196
  -0.07130,  -0.01632,  -0.00243
  -0.07191,  -0.01641,  -0.00291
  -0.07251,  -0.01651,  -0.00340
  -0.07311,  -0.01660,  -0.00389
  -0.07370,  -0.01669,  -0.00439
  -0.07429,  -0.01679,  -0.00490
  -0.07488,  -0.01688,  -0.00541
  -0.07546,  -0.01697,  -0.00593
  -0.07604,  -0.01706,  -0.00646
  -0.07662,  -0.01715,  -0.00699
  -0.07719,  -0.01724,  -0.00753
  -0.07776,  -0.01732,  -0.00807
  -0.07832,  -0.01741,  -0.00862
  -0.07888,  -0.01750,  -0.00917
  -0.07944,  -0.01759,  -0.00974
  -0.07999,  -0.01768,  -0.01030
  -0.08054,  -0.01776,  -0.01087
  -0.08108,  -0.01785,  -0.01145
  -0.08162,  -0.01793,  -0.01204
  -0.08215,  -0.01802,  -0.01262
  -0.08268,  -0.01810,  -0.01322
  -0.08321,  -0.01819,  -0.01382
  -0.08373,  -0.01827,  -0.01442
  -0.08425,  -0.01836,  -0.01503
  -0.08476,  -0.01844,  -0.01565
  -0.08527,  -0.01852,  -0.01627
  -0.08577,  -0.01861,  -0.01689
  -0.08627,  -0.01869,  -0.01752
  -0.08676,  -0.01877,  -0.01815
  -0.08725,  -0.01886,  -0.01879
  -0.08774,  -0.01894,  -0.01943
  -0.08822,  -0.01902,  -0.02008
  -0.08869,  -0.01910,  -0.02073
  -0.08916,  -0.01918,  -0.02138
  -0.08963,  -0.01927,  -0.02204
  -0.09009,  -0.01935,  -0.02270
  -0.09055,  -0.01943,  -0.02337
  -0.09100,  -0.01951,  -0.02404
  -0.09144,  -0.01959,  -0.02472
  -0.09188,  -0.01967,  -0.02539
  -0.09232,  -0.01975,  -0.02608
  -0.09275,  -0.01983,  -0.02676
