# epsilon_xx, epsilon_yy, epsilon_xy
   0.00000,   0.00000,  -0.00000
  -0.00085,   0.00127,   0.00101
  -0.00170,   0.00254,   0.00203
  -0.00255,   0.00379,   0.00304
  -0.00341,   0.00502,   0.00405
  -0.00427,   0.00625,   0.00507
  -0.00513,   0.00746,   0.00608
  -0.00600,   0.00866,   0.00710
  -0.00686,   0.00985,   0.00811
  -0.00773,   0.01102,   0.00912
  -0.00860,   0.01218,   0.01014
  -0.00948,   0.01333,   0.01115
  -0.01036,   0.01447,   0.01216
  -0.01124,   0.01559,   0.01317
  -0.01212,   0.01671,   0.01419
  -0.01301,   0.01781,   0.01520
  -0.01389,   0.01889,   0.01621
  -0.01478,   0.01997,   0.01722
  -0.01568,   0.02103,   0.01823
  -0.01657,   0.02208,   0.01924
  -0.01747,   0.02312,   0.02025
  -0.01837,   0.02415,   0.02126
  -0.01927,   0.02516,   0.02226
  -0.02018,   0.02616,   0.02327
  -0.02109,   0.02715,   0.02427
  -0.02200,   0.02812,   0.02528
  -0.02291,   0.02909,   0.02628
  -0.02382,   0.03004,   0.02728
  -0.02474,   0.03098,   0.02828
  -0.02566,   0.03191,   0.02928
  -0.02658,   0.03282,   0.03028
  -0.02751,   0.03372,   0.03128
  -0.02843,   0.03462,   0.03228
  -0.02936,   0.03549,   0.03327
  -0.03029,   0.03636,   0.03426
  -0.03123,   0.03721,   0.03526
  -0.03216,   0.03806,   0.03625
  -0.03310,   0.03889,   0.03724
  -0.03404,   0.03971,   0.03822
  -0.03498,   0.04051,   0.03921
  -0.03593,   0.04131,   0.04019
  -0.03687,   0.04209,   0.04117
  -0.03782,   0.04286,   0.04215
  -0.03877,   0.04362,   0.04313
  -0.03973,   0.04437,   0.04411
  -0.04068,   0.04510,   0.04508
  -0.04164,   0.04583,   0.04606
  -0.04260,   0.04654,   0.04703
  -0.04356,   0.04724,   0.04800
  -0.04452,   0.04793,   0.04896
  -0.04549,   0.04860,   0.04993
  -0.04645,   0.04927,   0.05089
  -0.04742,   0.04992,   0.05185
  -0.04839,   0.05057,   0.05281
  -0.04936,   0.05120,   0.05376
  -0.05034,   0.05182,   0.05471
  -0.05131,   0.05243,   0.05567
  -0.05229,   0.05303,   0.05661
  -0.05327,   0.05361,   0.05756
  -0.05425,   0.05419,   0.05850
  -0.05524,   0.05475,   0.05944
  -0.05622,   0.05531,   0.06038
  -0.05721,   0.05585,   0.06132
  -0.05819,   0.05638,   0.06225
  -0.05918,   0.05690,   0.06318
  -0.06017,   0.05741,   0.06410
  -0.06116,   0.05791,   0.06503
  -0.06216,   0.05840,   0.06595
  -0.06315,   0.05887,   0.06687
  -0.06415,   0.05934,   0.06778
  -0.06515,   0.05980,   0.06870
  -0.06615,   0.06024,   0.06961
  -0.06715,   0.06068,   0.07051
  -0.06815,   0.06110,   0.07142
  -0.06915,   0.06152,   0.07232
  -0.07015,   0.06192,   0.07321
  -0.07116,   0.06231,   0.07411
  -0.07217,   0.06270,   0.07500
  -0.07317,   0.06307,   0.07589
  -0.07418,   0.06343,   0.07677
  -0.07519,   0.06379,   0.07765
  -0.07620,   0.06413,   0.07853
  -0.07721,   0.06446,   0.07940
  -0.07823,   0.06479,   0.08028
  -0.07924,   0.06510,   0.08114
  -0.08025,   0.06541,   0.08201
  -0.08127,   0.06570,   0.08287
  -0.08229,   0.06599,   0.08372
  -0.08330,   0.06626,   0.08458
  -0.08432,   0.06653,   0.08543
  -0.08534,   0.06678,   0.08627
  -0.08636,   0.06703,   0.08712
  -0.08738,   0.06727,   0.08795
  -0.08840,   0.06750,   0.08879
  -0.08942,   0.06772,   0.08962
  -0.09044,   0.06793,   0.09045
  -0.09146,   0.06813,   0.09127
  -0.09248,   0.06833,   0.09209
  -0.09351,   0.06851,   0.09291
  -0.09453,   0.06869,   0.09372
  -0.09555,   0.06885,   0.09453
  -0.09658,   0.06901,   0.09533
  -0.09760,   0.06916,   0.09613
  -0.09862,   0.06930,   0.09693
  -0.09965,   0.06944,   0.09772
  -0.10067,   0.06956,   0.09851
  -0.10170,   0.06968,   0.09930
  -0.10272,   0.06979,   0.10008
  -0.10374,   0.06989,   0.10085
  -0.10477,   0.06998,   0.10163
  -0.10579,   0.07006,   0.10239
  -0.10682,   0.07014,   0.10316
  -0.10784,   0.07021,   0.10392
  -0.10887,   0.07027,   0.10467
  -0.10989,   0.07032,   0.10542
  -0.11091,   0.07037,   0.10617
  -0.11194,   0.07041,   0.10691
  -0.11296,   0.07044,   0.10765
  -0.11398,   0.07046,   0.10839
  -0.11500,   0.07048,   0.10912
  -0.11603,   0.07049,   0.10984
  -0.11705,   0.07049,   0.11056
  -0.11807,   0.07048,   0.11128
  -0.11909,   0.07047,   0.11199
  -0.12011,   0.07045,   0.11270
  -0.12113,   0.07043,   0.11340
  -0.12214,   0.07039,   0.11410
  -0.12316,   0.07035,   0.11480
  -0.12418,   0.07031,   0.11549
  -0.12519,   0.07026,   0.11618
  -0.12621,   0.07020,   0.11686
  -0.12722,   0.07013,   0.11753
  -0.12824,   0.07006,   0.11821
  -0.12925,   0.06999,   0.11888
  -0.13026,   0.06990,   0.11954
  -0.13127,   0.06981,   0.12020
  -0.13228,   0.06972,   0.12085
  -0.13328,   0.06962,   0.12150
  -0.13429,   0.06951,   0.12215
  -0.13530,   0.06940,   0.12279
  -0.13630,   0.06928,   0.12343
  -0.13730,   0.06916,   0.12406
  -0.13830,   0.06903,   0.12468
  -0.13930,   0.06889,   0.12531
  -0.14030,   0.06875,   0.12593
  -0.14130,   0.06861,   0.12654
  -0.14229,   0.06846,   0.12715
  -0.14329,   0.06830,   0.12775
  -0.14428,   0.06814,   0.12835
  -0.14527,   0.06798,   0.12895
  -0.14626,   0.06781,   0.12954
  -0.14725,   0.06763,   0.13012
  -0.14823,   0.06745,   0.13070
  -0.14921,   0.06727,   0.13128
  -0.15020,   0.06708,   0.13185
  -0.15118,   0.06689,   0.13242
  -0.15215,   0.06669,   0.13298
  -0.15313,   0.06649,   0.13354
  -0.15410,   0.06629,   0.13409
  -0.15507,   0.06608,   0.13464
  -0.15604,   0.06586,   0.13519
  -0.15701,   0.06565,   0.13573
  -0.15798,   0.06543,   0.13626
  -0.15894,   0.06520,   0.13679
  -0.15990,   0.06497,   0.13732
  -0.16086,   0.06474,   0.13784
  -0.16181,   0.06451,   0.13835
  -0.16277,   0.06427,   0.13887
  -0.16372,   0.06402,   0.13937
  -0.16466,   0.06378,   0.13988
  -0.16561,   0.06353,   0.14037
  -0.16655,   0.06328,   0.14087
  -0.16749,   0.06302,   0.14136
