# epsilon_xx, epsilon_yy, epsilon_xy
  -0.00000,   0.00000,  -0.00000
  -0.00073,  -0.00054,   0.00021
  -0.00145,  -0.00108,   0.00042
  -0.00217,  -0.00162,   0.00062
  -0.00288,  -0.00215,   0.00083
  -0.00360,  -0.00269,   0.00103
  -0.00431,  -0.00322,   0.00124
  -0.00501,  -0.00375,   0.00144
  -0.00571,  -0.00428,   0.00164
  -0.00641,  -0.00480,   0.00184
  -0.00711,  -0.00532,   0.00204
  -0.00780,  -0.00584,   0.00224
  -0.00849,  -0.00636,   0.00244
  -0.00917,  -0.00688,   0.00264
  -0.00985,  -0.00739,   0.00284
  -0.01053,  -0.00790,   0.00304
  -0.01120,  -0.00841,   0.00324
  -0.01187,  -0.00891,   0.00344
  -0.01254,  -0.00942,   0.00363
  -0.01320,  -0.00992,   0.00383
  -0.01386,  -0.01042,   0.00403
  -0.01452,  -0.01091,   0.00422
  -0.01517,  -0.01140,   0.00442
  -0.01582,  -0.01189,   0.00462
  -0.01646,  -0.01238,   0.00482
  -0.01710,  -0.01287,   0.00501
  -0.01774,  -0.01335,   0.00521
  -0.01837,  -0.01383,   0.00541
  -0.01900,  -0.01430,   0.00560
  -0.01963,  -0.01478,   0.00580
  -0.02025,  -0.01525,   0.00600
  -0.02087,  -0.01571,   0.00620
  -0.02148,  -0.01618,   0.00639
  -0.02210,  -0.01664,   0.00659
  -0.02270,  -0.01710,   0.00679
  -0.02331,  -0.01756,   0.00699
  -0.02391,  -0.01801,   0.00719
  -0.02451,  -0.01846,   0.00739
  -0.02510,  -0.01891,   0.00759
  -0.02569,  -0.01935,   0.00780
  -0.02627,  -0.01979,   0.00800
  -0.02686,  -0.02023,   0.00820
  -0.02743,  -0.02067,   0.00840
  -0.02801,  -0.02110,   0.00861
  -0.02858,  -0.02153,   0.00882
  -0.02915,  -0.02195,   0.00902
  -0.02971,  -0.02237,   0.00923
  -0.03027,  -0.02279,   0.00944
  -0.03083,  -0.02321,   0.00965
  -0.03138,  -0.02362,   0.00986
  -0.03193,  -0.02403,   0.01007
  -0.03247,  -0.02444,   0.01028
  -0.03301,  -0.02484,   0.01049
  -0.03355,  -0.02524,   0.01071
  -0.03409,  -0.02564,   0.01092
  -0.03462,  -0.02603,   0.01114
  -0.03514,  -0.02642,   0.01136
  -0.03567,  -0.02681,   0.01158
  -0.03619,  -0.02719,   0.01180
  -0.03670,  -0.02757,   0.01202
  -0.03722,  -0.02795,   0.01224
  -0.03772,  -0.02832,   0.01247
  -0.03823,  -0.02869,   0.01270
  -0.03873,  -0.02906,   0.01292
