# epsilon_xx, epsilon_yy, epsilon_xy
   0.00000,  -0.00000,  -0.00000
  -0.00006,   0.00082,   0.00050
  -0.00011,   0.00165,   0.00101
  -0.00015,   0.00247,   0.00152
  -0.00017,   0.00330,   0.00205
  -0.00019,   0.00412,   0.00257
  -0.00020,   0.00495,   0.00311
  -0.00019,   0.00578,   0.00365
  -0.00018,   0.00660,   0.00421
  -0.00016,   0.00743,   0.00476
  -0.00012,   0.00826,   0.00533
  -0.00007,   0.00909,   0.00590
  -0.00002,   0.00992,   0.00648
   0.00005,   0.01074,   0.00706
   0.00013,   0.01157,   0.00765
   0.00021,   0.01240,   0.00825
   0.00031,   0.01323,   0.00886
   0.00042,   0.01406,   0.00947
   0.00054,   0.01489,   0.01009
   0.00067,   0.01572,   0.01071
   0.00081,   0.01655,   0.01134
   0.00096,   0.01738,   0.01198
   0.00112,   0.01821,   0.01262
   0.00129,   0.01905,   0.01327
   0.00147,   0.01988,   0.01392
   0.00166,   0.02071,   0.01459
   0.00187,   0.02154,   0.01525
   0.00208,   0.02237,   0.01593
   0.00230,   0.02320,   0.01661
   0.00254,   0.02403,   0.01729
   0.00278,   0.02486,   0.01798
   0.00303,   0.02570,   0.01868
   0.00330,   0.02653,   0.01938
   0.00357,   0.02736,   0.02009
   0.00386,   0.02819,   0.02080
   0.00415,   0.02902,   0.02152
   0.00446,   0.02985,   0.02224
   0.00477,   0.03068,   0.02297
   0.00510,   0.03152,   0.02370
   0.00543,   0.03235,   0.02444
   0.00578,   0.03318,   0.02519
   0.00613,   0.03401,   0.02594
   0.00650,   0.03484,   0.02669
   0.00687,   0.03567,   0.02745
   0.00726,   0.03650,   0.02822
   0.00765,   0.03733,   0.02899
   0.00806,   0.03816,   0.02976
   0.00847,   0.03899,   0.03054
   0.00890,   0.03981,   0.03132
   0.00933,   0.04064,   0.03211
   0.00978,   0.04147,   0.03291
   0.01023,   0.04230,   0.03370
   0.01070,   0.04313,   0.03451
   0.01117,   0.04395,   0.03531
   0.01165,   0.04478,   0.03612
   0.01215,   0.04561,   0.03694
   0.01265,   0.04643,   0.03776
   0.01316,   0.04726,   0.03858
   0.01368,   0.04808,   0.03941
   0.01421,   0.04891,   0.04024
   0.01475,   0.04973,   0.04108
   0.01530,   0.05055,   0.04192
   0.01586,   0.05138,   0.04276
   0.01642,   0.05220,   0.04361
   0.01700,   0.05302,   0.04446
   0.01759,   0.05384,   0.04531
   0.01818,   0.05466,   0.04617
   0.01878,   0.05548,   0.04703
   0.01940,   0.05630,   0.04790
   0.02002,   0.05712,   0.04877
   0.02065,   0.05794,   0.04964
   0.02129,   0.05875,   0.05052
   0.02194,   0.05957,   0.05139
   0.02259,   0.06039,   0.05228
   0.02326,   0.06120,   0.05316
   0.02393,   0.06202,   0.05405
   0.02461,   0.06283,   0.05494
   0.02530,   0.06364,   0.05584
   0.02600,   0.06445,   0.05674
   0.02671,   0.06526,   0.05764
   0.02743,   0.06607,   0.05854
   0.02815,   0.06688,   0.05945
   0.02888,   0.06769,   0.06036
   0.02962,   0.06850,   0.06127
   0.03037,   0.06931,   0.06218
   0.03113,   0.07011,   0.06310
   0.03189,   0.07092,   0.06402
   0.03266,   0.07172,   0.06494
   0.03344,   0.07252,   0.06587
   0.03423,   0.07332,   0.06680
   0.03503,   0.07413,   0.06773
   0.03583,   0.07492,   0.06866
   0.03664,   0.07572,   0.06959
   0.03746,   0.07652,   0.07053
   0.03828,   0.07732,   0.07147
   0.03911,   0.07811,   0.07241
   0.03995,   0.07891,   0.07335
   0.04080,   0.07970,   0.07429
   0.04165,   0.08049,   0.07524
   0.04251,   0.08128,   0.07619
   0.04338,   0.08207,   0.07714
   0.04426,   0.08286,   0.07809
   0.04514,   0.08365,   0.07904
   0.04603,   0.08443,   0.08000
   0.04692,   0.08522,   0.08095
   0.04782,   0.08600,   0.08191
   0.04873,   0.08679,   0.08287
   0.04964,   0.08757,   0.08383
   0.05056,   0.08835,   0.08480
   0.05149,   0.08913,   0.08576
   0.05242,   0.08990,   0.08673
   0.05336,   0.09068,   0.08769
   0.05431,   0.09145,   0.08866
   0.05526,   0.09223,   0.08963
   0.05621,   0.09300,   0.09060
   0.05717,   0.09377,   0.09157
   0.05814,   0.09454,   0.09254
   0.05912,   0.09530,   0.09351
   0.06009,   0.09607,   0.09449
   0.06108,   0.09683,   0.09546
   0.06207,   0.09760,   0.09644
   0.06306,   0.09836,   0.09741
   0.06406,   0.09912,   0.09839
   0.06507,   0.09988,   0.09936
   0.06608,   0.10064,   0.10034
   0.06709,   0.10139,   0.10132
   0.06811,   0.10214,   0.10230
   0.06913,   0.10290,   0.10328
   0.07016,   0.10365,   0.10426
   0.07120,   0.10440,   0.10524
   0.07223,   0.10515,   0.10622
   0.07328,   0.10589,   0.10720
   0.07432,   0.10664,   0.10818
   0.07537,   0.10738,   0.10916
   0.07643,   0.10812,   0.11014
   0.07748,   0.10886,   0.11112
   0.07855,   0.10960,   0.11210
   0.07961,   0.11033,   0.11308
   0.08068,   0.11107,   0.11406
   0.08175,   0.11180,   0.11504
   0.08283,   0.11253,   0.11602
   0.08391,   0.11326,   0.11700
   0.08499,   0.11399,   0.11798
   0.08608,   0.11471,   0.11896
   0.08717,   0.11544,   0.11994
   0.08826,   0.11616,   0.12092
   0.08935,   0.11688,   0.12189
   0.09045,   0.11760,   0.12287
   0.09155,   0.11832,   0.12385
   0.09265,   0.11903,   0.12482
   0.09376,   0.11974,   0.12580
   0.09487,   0.12045,   0.12677
   0.09598,   0.12116,   0.12775
   0.09709,   0.12187,   0.12872
   0.09820,   0.12258,   0.12969
   0.09932,   0.12328,   0.13066
   0.10044,   0.12398,   0.13163
   0.10156,   0.12468,   0.13260
   0.10268,   0.12538,   0.13357
   0.10380,   0.12607,   0.13454
   0.10493,   0.12677,   0.13550
   0.10605,   0.12746,   0.13647
   0.10718,   0.12815,   0.13743
   0.10831,   0.12884,   0.13839
   0.10944,   0.12952,   0.13935
   0.11057,   0.13021,   0.14031
   0.11170,   0.13089,   0.14127
   0.11283,   0.13157,   0.14223
   0.11396,   0.13225,   0.14318
   0.11510,   0.13292,   0.14413
   0.11623,   0.13360,   0.14509
   0.11736,   0.13427,   0.14604
   0.11850,   0.13494,   0.14698
   0.11963,   0.13560,   0.14793
   0.12077,   0.13627,   0.14887
   0.12190,   0.13693,   0.14982
   0.12303,   0.13759,   0.15076
   0.12417,   0.13825,   0.15170
   0.12530,   0.13891,   0.15263
   0.12643,   0.13956,   0.15357
   0.12756,   0.14022,   0.15450
   0.12870,   0.14087,   0.15543
   0.12983,   0.14151,   0.15636
   0.13095,   0.14216,   0.15729
   0.13208,   0.14280,   0.15821
   0.13321,   0.14345,   0.15913
   0.13433,   0.14409,   0.16005
   0.13546,   0.14472,   0.16097
   0.13658,   0.14536,   0.16188
   0.13770,   0.14599,   0.16280
   0.13882,   0.14662,   0.16371
   0.13994,   0.14725,   0.16461
   0.14106,   0.14787,   0.16552
   0.14217,   0.14850,   0.16642
   0.14328,   0.14912,   0.16732
   0.14439,   0.14974,   0.16821
   0.14550,   0.15035,   0.16911
   0.14660,   0.15097,   0.17000
   0.14770,   0.15158,   0.17089
   0.14880,   0.15219,   0.17177
   0.14990,   0.15280,   0.17265
   0.15099,   0.15340,   0.17353
   0.15208,   0.15400,   0.17441
   0.15317,   0.15460,   0.17528
   0.15426,   0.15520,   0.17615
   0.15534,   0.15580,   0.17702
   0.15642,   0.15639,   0.17788
   0.15749,   0.15698,   0.17874
   0.15856,   0.15757,   0.17960
   0.15963,   0.15816,   0.18045
   0.16069,   0.15874,   0.18130
   0.16175,   0.15932,   0.18215
   0.16281,   0.15990,   0.18299
   0.16386,   0.16048,   0.18383
   0.16490,   0.16105,   0.18467
   0.16595,   0.16162,   0.18550
   0.16698,   0.16219,   0.18633
   0.16802,   0.16276,   0.18715
   0.16905,   0.16332,   0.18797
   0.17007,   0.16388,   0.18879
   0.17109,   0.16444,   0.18961
   0.17210,   0.16500,   0.19042
   0.17311,   0.16555,   0.19122
   0.17412,   0.16610,   0.19202
   0.17512,   0.16665,   0.19282
   0.17611,   0.16720,   0.19362
   0.17710,   0.16774,   0.19441
   0.17808,   0.16829,   0.19519
   0.17906,   0.16882,   0.19597
   0.18003,   0.16936,   0.19675
   0.18099,   0.16990,   0.19753
   0.18195,   0.17043,   0.19829
   0.18291,   0.17096,   0.19906
   0.18386,   0.17148,   0.19982
   0.18480,   0.17201,   0.20058
   0.18573,   0.17253,   0.20133
   0.18666,   0.17305,   0.20207
   0.18758,   0.17356,   0.20282
   0.18850,   0.17408,   0.20355
   0.18940,   0.17459,   0.20429
   0.19031,   0.17509,   0.20502
   0.19120,   0.17560,   0.20574
   0.19209,   0.17610,   0.20646
   0.19297,   0.17660,   0.20717
   0.19384,   0.17710,   0.20788
   0.19471,   0.17760,   0.20859
   0.19557,   0.17809,   0.20929
   0.19642,   0.17858,   0.20998
   0.19726,   0.17907,   0.21067
   0.19810,   0.17955,   0.21136
   0.19893,   0.18003,   0.21204
   0.19975,   0.18051,   0.21271
   0.20056,   0.18099,   0.21338
   0.20137,   0.18146,   0.21405
   0.20216,   0.18193,   0.21471
   0.20295,   0.18240,   0.21536
   0.20373,   0.18287,   0.21601
   0.20450,   0.18333,   0.21665
   0.20527,   0.18379,   0.21729
   0.20602,   0.18425,   0.21793
   0.20677,   0.18471,   0.21855
   0.20750,   0.18516,   0.21917
   0.20823,   0.18561,   0.21979
   0.20895,   0.18606,   0.22040
   0.20966,   0.18650,   0.22101
   0.21037,   0.18694,   0.22161
   0.21106,   0.18738,   0.22220
   0.21174,   0.18782,   0.22279
   0.21242,   0.18825,   0.22337
   0.21308,   0.18868,   0.22395
   0.21374,   0.18911,   0.22452
   0.21439,   0.18953,   0.22508
   0.21502,   0.18996,   0.22564
   0.21565,   0.19037,   0.22619
   0.21627,   0.19079,   0.22674
   0.21687,   0.19121,   0.22728
   0.21747,   0.19162,   0.22782
   0.21806,   0.19202,   0.22835
   0.21864,   0.19243,   0.22887
   0.21921,   0.19283,   0.22938
   0.21976,   0.19323,   0.22989
   0.22031,   0.19363,   0.23040
   0.22085,   0.19402,   0.23090
   0.22137,   0.19442,   0.23139
   0.22189,   0.19480,   0.23187
   0.22240,   0.19519,   0.23235
   0.22289,   0.19557,   0.23282
   0.22337,   0.19595,   0.23329
   0.22385,   0.19633,   0.23375
   0.22431,   0.19671,   0.23420
   0.22476,   0.19708,   0.23465
   0.22521,   0.19745,   0.23509
   0.22564,   0.19781,   0.23552
   0.22605,   0.19817,   0.23595
   0.22646,   0.19853,   0.23637
   0.22686,   0.19889,   0.23678
   0.22725,   0.19925,   0.23719
   0.22762,   0.19960,   0.23758
   0.22798,   0.19995,   0.23798
   0.22834,   0.20029,   0.23836
   0.22868,   0.20063,   0.23874
   0.22901,   0.20097,   0.23911
   0.22932,   0.20131,   0.23948
   0.22963,   0.20164,   0.23983
   0.22992,   0.20197,   0.24019
   0.23020,   0.20230,   0.24053
   0.23048,   0.20263,   0.24087
   0.23073,   0.20295,   0.24119
   0.23098,   0.20327,   0.24152
   0.23122,   0.20358,   0.24183
   0.23144,   0.20390,   0.24214
   0.23165,   0.20421,   0.24244
   0.23185,   0.20451,   0.24273
   0.23204,   0.20482,   0.24302
   0.23221,   0.20512,   0.24330
   0.23238,   0.20542,   0.24357
   0.23253,   0.20571,   0.24383
   0.23266,   0.20601,   0.24409
   0.23279,   0.20629,   0.24434
   0.23290,   0.20658,   0.24458
   0.23300,   0.20686,   0.24481
   0.23309,   0.20714,   0.24504
   0.23317,   0.20742,   0.24526
   0.23323,   0.20769,   0.24547
   0.23329,   0.20797,   0.24567
   0.23332,   0.20823,   0.24587
   0.23335,   0.20850,   0.24605
   0.23336,   0.20876,   0.24623
   0.23336,   0.20902,   0.24641
   0.23335,   0.20927,   0.24657
   0.23333,   0.20953,   0.24673
   0.23329,   0.20978,   0.24688
   0.23324,   0.21002,   0.24702
   0.23318,   0.21026,   0.24715
   0.23310,   0.21050,   0.24728
   0.23301,   0.21074,   0.24739
   0.23291,   0.21097,   0.24750
   0.23280,   0.21121,   0.24760
   0.23267,   0.21143,   0.24770
   0.23253,   0.21166,   0.24778
   0.23237,   0.21188,   0.24786
   0.23221,   0.21210,   0.24793
   0.23203,   0.21231,   0.24799
   0.23184,   0.21252,   0.24804
   0.23163,   0.21273,   0.24809
   0.23141,   0.21293,   0.24813
   0.23118,   0.21314,   0.24815
   0.23093,   0.21334,   0.24817
   0.23068,   0.21353,   0.24819
   0.23040,   0.21372,   0.24819
   0.23012,   0.21391,   0.24819
   0.22982,   0.21410,   0.24817
   0.22951,   0.21428,   0.24815
   0.22919,   0.21446,   0.24812
   0.22885,   0.21463,   0.24808
   0.22850,   0.21481,   0.24804
   0.22814,   0.21498,   0.24798
   0.22776,   0.21514,   0.24792
   0.22737,   0.21531,   0.24785
   0.22696,   0.21546,   0.24777
   0.22655,   0.21562,   0.24768
   0.22612,   0.21577,   0.24759
   0.22567,   0.21592,   0.24748
   0.22522,   0.21607,   0.24737
   0.22475,   0.21621,   0.24724
   0.22427,   0.21635,   0.24711
   0.22377,   0.21649,   0.24698
   0.22326,   0.21662,   0.24683
   0.22274,   0.21675,   0.24667
   0.22220,   0.21687,   0.24651
   0.22165,   0.21700,   0.24633
   0.22109,   0.21712,   0.24615
   0.22051,   0.21723,   0.24596
   0.21993,   0.21734,   0.24576
   0.21932,   0.21745,   0.24555
   0.21871,   0.21756,   0.24534
   0.21808,   0.21766,   0.24511
   0.21744,   0.21776,   0.24488
   0.21678,   0.21785,   0.24464
   0.21612,   0.21794,   0.24439
   0.21544,   0.21803,   0.24413
   0.21474,   0.21811,   0.24386
   0.21403,   0.21820,   0.24358
   0.21331,   0.21827,   0.24329
   0.21258,   0.21835,   0.24300
   0.21183,   0.21842,   0.24270
   0.21107,   0.21848,   0.24238
   0.21030,   0.21855,   0.24206
   0.20952,   0.21860,   0.24173
   0.20872,   0.21866,   0.24140
   0.20791,   0.21871,   0.24105
   0.20708,   0.21876,   0.24069
   0.20625,   0.21881,   0.24033
   0.20540,   0.21885,   0.23996
   0.20453,   0.21888,   0.23957
   0.20366,   0.21892,   0.23918
   0.20277,   0.21895,   0.23879
   0.20187,   0.21898,   0.23838
   0.20095,   0.21900,   0.23796
   0.20003,   0.21902,   0.23754
   0.19909,   0.21903,   0.23710
   0.19814,   0.21905,   0.23666
   0.19717,   0.21905,   0.23621
   0.19619,   0.21906,   0.23575
   0.19520,   0.21906,   0.23528
   0.19420,   0.21905,   0.23480
   0.19319,   0.21905,   0.23431
   0.19216,   0.21904,   0.23382
   0.19112,   0.21902,   0.23331
   0.19007,   0.21900,   0.23280
   0.18901,   0.21898,   0.23228
   0.18793,   0.21896,   0.23175
   0.18684,   0.21893,   0.23121
   0.18574,   0.21889,   0.23067
   0.18463,   0.21885,   0.23011
   0.18350,   0.21881,   0.22955
   0.18237,   0.21877,   0.22897
   0.18122,   0.21872,   0.22839
   0.18006,   0.21866,   0.22780
   0.17888,   0.21861,   0.22720
   0.17770,   0.21855,   0.22659
   0.17650,   0.21848,   0.22598
   0.17529,   0.21841,   0.22535
   0.17407,   0.21834,   0.22472
   0.17284,   0.21826,   0.22408
   0.17160,   0.21818,   0.22343
   0.17034,   0.21810,   0.22277
   0.16908,   0.21801,   0.22210
   0.16780,   0.21791,   0.22143
   0.16651,   0.21782,   0.22075
   0.16521,   0.21772,   0.22005
   0.16390,   0.21761,   0.21935
   0.16257,   0.21750,   0.21864
   0.16124,   0.21739,   0.21793
   0.15989,   0.21727,   0.21720
   0.15853,   0.21715,   0.21647
   0.15717,   0.21702,   0.21572
   0.15579,   0.21689,   0.21497
   0.15440,   0.21676,   0.21422
   0.15300,   0.21662,   0.21345
   0.15159,   0.21648,   0.21267
   0.15016,   0.21633,   0.21189
   0.14873,   0.21618,   0.21110
   0.14729,   0.21602,   0.21030
   0.14583,   0.21586,   0.20949
   0.14437,   0.21570,   0.20868
   0.14290,   0.21553,   0.20785
   0.14141,   0.21536,   0.20702
   0.13991,   0.21518,   0.20618
   0.13841,   0.21500,   0.20533
   0.13689,   0.21481,   0.20448
   0.13537,   0.21462,   0.20362
   0.13383,   0.21443,   0.20274
   0.13229,   0.21423,   0.20187
   0.13073,   0.21403,   0.20098
   0.12916,   0.21382,   0.20008
   0.12759,   0.21361,   0.19918
   0.12600,   0.21339,   0.19827
   0.12441,   0.21317,   0.19735
   0.12281,   0.21295,   0.19643
   0.12119,   0.21272,   0.19550
   0.11957,   0.21248,   0.19456
   0.11794,   0.21224,   0.19361
   0.11630,   0.21200,   0.19265
   0.11465,   0.21175,   0.19169
   0.11299,   0.21150,   0.19072
   0.11132,   0.21124,   0.18974
   0.10964,   0.21098,   0.18876
   0.10795,   0.21072,   0.18777
   0.10626,   0.21044,   0.18677
   0.10455,   0.21017,   0.18576
   0.10284,   0.20989,   0.18475
   0.10112,   0.20960,   0.18373
   0.09939,   0.20932,   0.18270
   0.09765,   0.20902,   0.18167
