# epsilon_xx, epsilon_yy, epsilon_xy
  -0.00000,   0.00000,   0.00000
  -0.00022,   0.00103,  -0.00018
  -0.00044,   0.00206,  -0.00035
  -0.00066,   0.00309,  -0.00053
  -0.00087,   0.00410,  -0.00070
  -0.00108,   0.00512,  -0.00088
  -0.00129,   0.00612,  -0.00105
  -0.00150,   0.00712,  -0.00122
  -0.00170,   0.00812,  -0.00140
  -0.00191,   0.00911,  -0.00157
  -0.00210,   0.01010,  -0.00174
  -0.00230,   0.01107,  -0.00192
  -0.00249,   0.01205,  -0.00209
  -0.00269,   0.01302,  -0.00226
  -0.00287,   0.01398,  -0.00243
  -0.00306,   0.01494,  -0.00260
  -0.00324,   0.01589,  -0.00278
  -0.00342,   0.01684,  -0.00295
  -0.00360,   0.01778,  -0.00312
  -0.00377,   0.01871,  -0.00329
  -0.00395,   0.01964,  -0.00346
  -0.00411,   0.02056,  -0.00362
  -0.00428,   0.02148,  -0.00379
  -0.00444,   0.02239,  -0.00396
  -0.00460,   0.02330,  -0.00413
  -0.00476,   0.02420,  -0.00429
  -0.00491,   0.02510,  -0.00446
  -0.00506,   0.02599,  -0.00463
  -0.00521,   0.02687,  -0.00479
  -0.00536,   0.02775,  -0.00496
  -0.00550,   0.02862,  -0.00512
  -0.00564,   0.02949,  -0.00528
  -0.00577,   0.03035,  -0.00545
  -0.00590,   0.03121,  -0.00561
  -0.00603,   0.03206,  -0.00577
  -0.00616,   0.03290,  -0.00593
  -0.00628,   0.03374,  -0.00609
  -0.00640,   0.03457,  -0.00625
  -0.00651,   0.03540,  -0.00641
  -0.00662,   0.03622,  -0.00657
  -0.00673,   0.03704,  -0.00673
  -0.00684,   0.03785,  -0.00689
  -0.00694,   0.03865,  -0.00704
  -0.00704,   0.03945,  -0.00720
  -0.00713,   0.04024,  -0.00736
  -0.00722,   0.04103,  -0.00751
  -0.00731,   0.04181,  -0.00766
  -0.00739,   0.04259,  -0.00782
  -0.00747,   0.04336,  -0.00797
  -0.00755,   0.04412,  -0.00812
  -0.00762,   0.04488,  -0.00827
  -0.00769,   0.04563,  -0.00842
  -0.00776,   0.04638,  -0.00857
  -0.00782,   0.04712,  -0.00872
  -0.00788,   0.04786,  -0.00887
  -0.00793,   0.04859,  -0.00902
  -0.00798,   0.04931,  -0.00917
  -0.00803,   0.05003,  -0.00931
  -0.00807,   0.05075,  -0.00946
  -0.00811,   0.05145,  -0.00961
  -0.00814,   0.05215,  -0.00975
  -0.00817,   0.05285,  -0.00989
  -0.00820,   0.05354,  -0.01004
  -0.00822,   0.05423,  -0.01018
  -0.00824,   0.05491,  -0.01032
  -0.00826,   0.05558,  -0.01046
  -0.00827,   0.05625,  -0.01060
  -0.00828,   0.05691,  -0.01074
