# epsilon_xx, epsilon_yy, epsilon_xy
  -0.00000,  -0.00000,  -0.00000
  -0.00059,   0.00149,   0.00026
  -0.00118,   0.00297,   0.00052
  -0.00178,   0.00445,   0.00078
  -0.00238,   0.00591,   0.00102
  -0.00298,   0.00737,   0.00126
  -0.00359,   0.00882,   0.00150
  -0.00420,   0.01026,   0.00173
  -0.00482,   0.01169,   0.00195
  -0.00543,   0.01311,   0.00217
  -0.00606,   0.01453,   0.00238
  -0.00668,   0.01593,   0.00258
  -0.00731,   0.01733,   0.00278
  -0.00794,   0.01872,   0.00297
  -0.00858,   0.02010,   0.00316
  -0.00922,   0.02148,   0.00334
  -0.00986,   0.02285,   0.00351
  -0.01051,   0.02420,   0.00368
  -0.01115,   0.02555,   0.00384
  -0.01181,   0.02690,   0.00400
  -0.01246,   0.02823,   0.00415
  -0.01312,   0.02956,   0.00429
  -0.01378,   0.03088,   0.00442
  -0.01444,   0.03219,   0.00455
  -0.01511,   0.03349,   0.00468
  -0.01577,   0.03478,   0.00480
  -0.01645,   0.03607,   0.00491
  -0.01712,   0.03735,   0.00501
  -0.01780,   0.03862,   0.00511
  -0.01847,   0.03989,   0.00521
  -0.01915,   0.04114,   0.00529
  -0.01984,   0.04239,   0.00537
  -0.02052,   0.04363,   0.00545
  -0.02121,   0.04487,   0.00551
  -0.02190,   0.04609,   0.00557
  -0.02259,   0.04731,   0.00563
  -0.02329,   0.04852,   0.00568
  -0.02398,   0.04972,   0.00572
  -0.02468,   0.05092,   0.00576
  -0.02538,   0.05211,   0.00579
  -0.02608,   0.05329,   0.00581
  -0.02678,   0.05446,   0.00583
  -0.02749,   0.05563,   0.00584
  -0.02820,   0.05679,   0.00584
  -0.02890,   0.05794,   0.00584
  -0.02961,   0.05909,   0.00583
  -0.03032,   0.06022,   0.00582
  -0.03104,   0.06135,   0.00580
  -0.03175,   0.06248,   0.00577
  -0.03247,   0.06359,   0.00574
  -0.03318,   0.06470,   0.00570
  -0.03390,   0.06580,   0.00565
  -0.03462,   0.06690,   0.00560
  -0.03534,   0.06799,   0.00554
  -0.03606,   0.06907,   0.00547
  -0.03679,   0.07014,   0.00540
  -0.03751,   0.07121,   0.00532
  -0.03823,   0.07227,   0.00524
  -0.03896,   0.07332,   0.00515
  -0.03969,   0.07437,   0.00505
  -0.04041,   0.07541,   0.00495
  -0.04114,   0.07644,   0.00484
  -0.04187,   0.07747,   0.00472
  -0.04260,   0.07849,   0.00460
  -0.04333,   0.07950,   0.00447
  -0.04406,   0.08051,   0.00433
  -0.04479,   0.08151,   0.00419
  -0.04552,   0.08250,   0.00404
  -0.04625,   0.08349,   0.00389
  -0.04698,   0.08447,   0.00373
  -0.04771,   0.08545,   0.00356
  -0.04844,   0.08642,   0.00339
  -0.04918,   0.08738,   0.00321
  -0.04991,   0.08833,   0.00302
  -0.05064,   0.08928,   0.00283
  -0.05137,   0.09022,   0.00263
  -0.05211,   0.09116,   0.00242
  -0.05284,   0.09209,   0.00221
  -0.05357,   0.09301,   0.00200
  -0.05430,   0.09393,   0.00177
  -0.05504,   0.09484,   0.00154
  -0.05577,   0.09575,   0.00131
  -0.05650,   0.09665,   0.00106
  -0.05723,   0.09754,   0.00081
  -0.05796,   0.09843,   0.00056
  -0.05869,   0.09931,   0.00030
  -0.05942,   0.10019,   0.00003
  -0.06015,   0.10106,  -0.00024
  -0.06088,   0.10192,  -0.00052
  -0.06161,   0.10278,  -0.00081
  -0.06234,   0.10363,  -0.00110
  -0.06306,   0.10448,  -0.00140
  -0.06379,   0.10532,  -0.00170
  -0.06452,   0.10615,  -0.00202
  -0.06524,   0.10698,  -0.00233
  -0.06597,   0.10781,  -0.00265
  -0.06669,   0.10863,  -0.00298
  -0.06741,   0.10944,  -0.00332
  -0.06813,   0.11025,  -0.00366
  -0.06885,   0.11105,  -0.00401
  -0.06957,   0.11184,  -0.00436
  -0.07029,   0.11263,  -0.00472
  -0.07100,   0.11342,  -0.00509
  -0.07172,   0.11420,  -0.00546
  -0.07243,   0.11497,  -0.00583
  -0.07315,   0.11574,  -0.00622
  -0.07386,   0.11651,  -0.00661
  -0.07457,   0.11727,  -0.00700
  -0.07528,   0.11802,  -0.00740
  -0.07599,   0.11877,  -0.00781
  -0.07669,   0.11951,  -0.00822
  -0.07740,   0.12025,  -0.00864
  -0.07810,   0.12098,  -0.00907
  -0.07880,   0.12171,  -0.00950
  -0.07950,   0.12243,  -0.00993
  -0.08020,   0.12315,  -0.01037
  -0.08090,   0.12386,  -0.01082
  -0.08159,   0.12457,  -0.01128
  -0.08228,   0.12527,  -0.01174
  -0.08298,   0.12597,  -0.01220
  -0.08367,   0.12667,  -0.01267
  -0.08435,   0.12735,  -0.01315
  -0.08504,   0.12804,  -0.01363
  -0.08572,   0.12872,  -0.01412
  -0.08640,   0.12939,  -0.01461
  -0.08708,   0.13006,  -0.01511
  -0.08776,   0.13073,  -0.01561
  -0.08844,   0.13139,  -0.01612
  -0.08911,   0.13204,  -0.01664
  -0.08978,   0.13269,  -0.01716
  -0.09045,   0.13334,  -0.01769
  -0.09112,   0.13398,  -0.01822
  -0.09178,   0.13462,  -0.01875
  -0.09244,   0.13525,  -0.01930
  -0.09310,   0.13588,  -0.01984
  -0.09376,   0.13650,  -0.02040
  -0.09442,   0.13712,  -0.02096
  -0.09507,   0.13774,  -0.02152
  -0.09572,   0.13835,  -0.02209
  -0.09637,   0.13896,  -0.02266
  -0.09701,   0.13956,  -0.02324
  -0.09766,   0.14016,  -0.02383
  -0.09830,   0.14075,  -0.02442
  -0.09894,   0.14134,  -0.02501
