# epsilon_xx, epsilon_yy, epsilon_xy
  -0.00000,   0.00000,  -0.00000
  -0.00088,   0.00134,  -0.00104
  -0.00176,   0.00268,  -0.00207
  -0.00263,   0.00403,  -0.00310
  -0.00350,   0.00538,  -0.00412
  -0.00436,   0.00674,  -0.00514
  -0.00522,   0.00810,  -0.00615
  -0.00607,   0.00946,  -0.00716
  -0.00692,   0.01084,  -0.00816
  -0.00777,   0.01221,  -0.00916
  -0.00860,   0.01359,  -0.01015
  -0.00944,   0.01498,  -0.01114
  -0.01026,   0.01636,  -0.01213
  -0.01108,   0.01776,  -0.01311
  -0.01190,   0.01916,  -0.01408
  -0.01271,   0.02056,  -0.01505
  -0.01352,   0.02197,  -0.01601
  -0.01432,   0.02338,  -0.01697
  -0.01512,   0.02479,  -0.01793
  -0.01591,   0.02621,  -0.01888
  -0.01669,   0.02764,  -0.01982
  -0.01747,   0.02907,  -0.02076
  -0.01825,   0.03050,  -0.02170
  -0.01902,   0.03194,  -0.02263
  -0.01978,   0.03338,  -0.02355
  -0.02054,   0.03482,  -0.02447
  -0.02130,   0.03627,  -0.02539
  -0.02205,   0.03772,  -0.02630
  -0.02279,   0.03918,  -0.02720
  -0.02353,   0.04064,  -0.02810
  -0.02426,   0.04211,  -0.02900
  -0.02499,   0.04358,  -0.02989
  -0.02571,   0.04505,  -0.03077
  -0.02643,   0.04653,  -0.03165
  -0.02714,   0.04801,  -0.03253
  -0.02785,   0.04949,  -0.03340
  -0.02855,   0.05098,  -0.03426
  -0.02925,   0.05248,  -0.03512
  -0.02994,   0.05397,  -0.03597
  -0.03062,   0.05547,  -0.03682
  -0.03130,   0.05697,  -0.03767
  -0.03198,   0.05848,  -0.03850
  -0.03264,   0.05999,  -0.03934
  -0.03331,   0.06151,  -0.04017
  -0.03397,   0.06302,  -0.04099
  -0.03462,   0.06454,  -0.04181
  -0.03527,   0.06607,  -0.04262
  -0.03591,   0.06760,  -0.04343
  -0.03655,   0.06913,  -0.04423
  -0.03718,   0.07066,  -0.04503
  -0.03780,   0.07220,  -0.04582
  -0.03842,   0.07374,  -0.04661
  -0.03904,   0.07529,  -0.04739
  -0.03965,   0.07683,  -0.04817
  -0.04025,   0.07838,  -0.04894
  -0.04085,   0.07994,  -0.04970
  -0.04144,   0.08149,  -0.05046
  -0.04203,   0.08305,  -0.05122
  -0.04262,   0.08462,  -0.05197
  -0.04319,   0.08618,  -0.05271
  -0.04377,   0.08775,  -0.05345
  -0.04433,   0.08932,  -0.05419
  -0.04489,   0.09090,  -0.05492
  -0.04545,   0.09248,  -0.05564
  -0.04600,   0.09406,  -0.05636
  -0.04654,   0.09564,  -0.05707
  -0.04708,   0.09723,  -0.05778
  -0.04762,   0.09881,  -0.05849
  -0.04815,   0.10041,  -0.05918
  -0.04867,   0.10200,  -0.05988
  -0.04919,   0.10360,  -0.06056
  -0.04970,   0.10520,  -0.06124
  -0.05021,   0.10680,  -0.06192
  -0.05071,   0.10840,  -0.06259
  -0.05121,   0.11001,  -0.06326
  -0.05170,   0.11162,  -0.06392
  -0.05219,   0.11323,  -0.06457
  -0.05267,   0.11484,  -0.06522
  -0.05314,   0.11646,  -0.06587
  -0.05361,   0.11808,  -0.06651
  -0.05408,   0.11970,  -0.06714
  -0.05454,   0.12132,  -0.06777
  -0.05499,   0.12294,  -0.06839
  -0.05544,   0.12457,  -0.06901
  -0.05588,   0.12620,  -0.06962
  -0.05632,   0.12783,  -0.07023
  -0.05675,   0.12946,  -0.07083
  -0.05718,   0.13110,  -0.07143
  -0.05760,   0.13274,  -0.07202
  -0.05802,   0.13438,  -0.07261
  -0.05843,   0.13602,  -0.07319
  -0.05884,   0.13766,  -0.07376
  -0.05924,   0.13930,  -0.07433
  -0.05963,   0.14095,  -0.07489
  -0.06003,   0.14260,  -0.07545
  -0.06041,   0.14425,  -0.07601
  -0.06079,   0.14590,  -0.07656
  -0.06117,   0.14755,  -0.07710
  -0.06154,   0.14921,  -0.07764
  -0.06190,   0.15086,  -0.07817
  -0.06226,   0.15252,  -0.07869
  -0.06261,   0.15418,  -0.07922
  -0.06296,   0.15584,  -0.07973
  -0.06331,   0.15750,  -0.08024
  -0.06365,   0.15916,  -0.08075
  -0.06398,   0.16083,  -0.08125
  -0.06431,   0.16250,  -0.08174
  -0.06463,   0.16416,  -0.08223
  -0.06495,   0.16583,  -0.08271
  -0.06526,   0.16750,  -0.08319
  -0.06557,   0.16917,  -0.08367
  -0.06587,   0.17084,  -0.08413
  -0.06617,   0.17252,  -0.08460
  -0.06647,   0.17419,  -0.08505
  -0.06675,   0.17587,  -0.08550
