# epsilon_xx, epsilon_yy, epsilon_xy
   0.00000,   0.00000,   0.00000
  -0.00037,  -0.00206,   0.00007
  -0.00073,  -0.00412,   0.00013
  -0.00109,  -0.00619,   0.00021
  -0.00144,  -0.00826,   0.00028
  -0.00179,  -0.01033,   0.00035
  -0.00213,  -0.01241,   0.00043
  -0.00246,  -0.01449,   0.00051
  -0.00279,  -0.01658,   0.00059
  -0.00312,  -0.01867,   0.00067
  -0.00344,  -0.02076,   0.00076
  -0.00376,  -0.02286,   0.00084
  -0.00407,  -0.02496,   0.00093
  -0.00438,  -0.02707,   0.00102
  -0.00468,  -0.02917,   0.00111
  -0.00497,  -0.03129,   0.00120
  -0.00526,  -0.03340,   0.00130
  -0.00555,  -0.03552,   0.00139
  -0.00583,  -0.03764,   0.00149
  -0.00611,  -0.03976,   0.00159
  -0.00638,  -0.04189,   0.00169
  -0.00665,  -0.04402,   0.00179
  -0.00691,  -0.04616,   0.00189
  -0.00717,  -0.04829,   0.00199
  -0.00742,  -0.05043,   0.00209
  -0.00767,  -0.05257,   0.00219
  -0.00791,  -0.05472,   0.00230
  -0.00815,  -0.05686,   0.00240
  -0.00838,  -0.05901,   0.00251
  -0.00861,  -0.06116,   0.00262
  -0.00884,  -0.06332,   0.00272
  -0.00906,  -0.06548,   0.00283
  -0.00927,  -0.06763,   0.00294
  -0.00948,  -0.06979,   0.00305
  -0.00969,  -0.07196,   0.00315
  -0.00989,  -0.07412,   0.00326
  -0.01009,  -0.07629,   0.00337
  -0.01028,  -0.07846,   0.00348
  -0.01047,  -0.08063,   0.00359
  -0.01065,  -0.08280,   0.00370
  -0.01083,  -0.08497,   0.00381
  -0.01101,  -0.08715,   0.00392
  -0.01118,  -0.08932,   0.00402
  -0.01134,  -0.09150,   0.00413
  -0.01150,  -0.09368,   0.00424
  -0.01166,  -0.09586,   0.00435
  -0.01181,  -0.09804,   0.00446
  -0.01196,  -0.10022,   0.00456
  -0.01211,  -0.10241,   0.00467
  -0.01225,  -0.10459,   0.00477
  -0.01239,  -0.10677,   0.00488
  -0.01252,  -0.10896,   0.00498
  -0.01265,  -0.11115,   0.00509
  -0.01277,  -0.11333,   0.00519
  -0.01289,  -0.11552,   0.00529
  -0.01301,  -0.11771,   0.00540
  -0.01312,  -0.11989,   0.00550
  -0.01323,  -0.12208,   0.00560
  -0.01333,  -0.12427,   0.00569
  -0.01343,  -0.12646,   0.00579
  -0.01353,  -0.12865,   0.00589
  -0.01362,  -0.13084,   0.00598
  -0.01371,  -0.13302,   0.00608
  -0.01379,  -0.13521,   0.00617
  -0.01387,  -0.13740,   0.00626
  -0.01395,  -0.13959,   0.00635
  -0.01402,  -0.14177,   0.00644
  -0.01409,  -0.14396,   0.00652
  -0.01416,  -0.14614,   0.00661
  -0.01422,  -0.14833,   0.00669
  -0.01428,  -0.15051,   0.00677
  -0.01434,  -0.15269,   0.00685
  -0.01439,  -0.15488,   0.00693
  -0.01444,  -0.15706,   0.00701
  -0.01448,  -0.15924,   0.00708
  -0.01452,  -0.16141,   0.00715
  -0.01456,  -0.16359,   0.00723
  -0.01459,  -0.16577,   0.00729
  -0.01462,  -0.16794,   0.00736
  -0.01465,  -0.17011,   0.00743
  -0.01468,  -0.17228,   0.00749
  -0.01470,  -0.17445,   0.00755
  -0.01471,  -0.17662,   0.00761
  -0.01473,  -0.17878,   0.00766
  -0.01474,  -0.18095,   0.00772
  -0.01475,  -0.18311,   0.00777
  -0.01475,  -0.18527,   0.00782
  -0.01475,  -0.18742,   0.00786
  -0.01475,  -0.18958,   0.00791
  -0.01475,  -0.19173,   0.00795
  -0.01474,  -0.19388,   0.00799
  -0.01473,  -0.19602,   0.00802
  -0.01471,  -0.19817,   0.00806
  -0.01470,  -0.20031,   0.00809
  -0.01468,  -0.20245,   0.00812
  -0.01465,  -0.20458,   0.00814
  -0.01463,  -0.20671,   0.00816
  -0.01460,  -0.20884,   0.00818
  -0.01457,  -0.21097,   0.00820
  -0.01453,  -0.21309,   0.00821
  -0.01450,  -0.21521,   0.00822
  -0.01446,  -0.21732,   0.00823
  -0.01441,  -0.21943,   0.00824
  -0.01437,  -0.22154,   0.00824
  -0.01432,  -0.22365,   0.00824
  -0.01427,  -0.22575,   0.00823
  -0.01421,  -0.22784,   0.00823
  -0.01416,  -0.22994,   0.00822
  -0.01410,  -0.23202,   0.00820
  -0.01404,  -0.23411,   0.00819
  -0.01398,  -0.23619,   0.00817
  -0.01391,  -0.23826,   0.00814
  -0.01384,  -0.24034,   0.00812
  -0.01377,  -0.24240,   0.00809
  -0.01370,  -0.24446,   0.00805
  -0.01362,  -0.24652,   0.00801
  -0.01354,  -0.24857,   0.00797
  -0.01346,  -0.25062,   0.00793
  -0.01338,  -0.25266,   0.00788
  -0.01329,  -0.25470,   0.00783
  -0.01321,  -0.25674,   0.00778
  -0.01312,  -0.25876,   0.00772
  -0.01302,  -0.26078,   0.00766
  -0.01293,  -0.26280,   0.00759
  -0.01283,  -0.26481,   0.00752
  -0.01274,  -0.26682,   0.00745
  -0.01264,  -0.26882,   0.00737
  -0.01253,  -0.27081,   0.00729
  -0.01243,  -0.27280,   0.00721
  -0.01232,  -0.27478,   0.00712
  -0.01221,  -0.27676,   0.00703
  -0.01210,  -0.27873,   0.00694
  -0.01199,  -0.28070,   0.00684
  -0.01188,  -0.28266,   0.00673
  -0.01176,  -0.28461,   0.00663
  -0.01164,  -0.28655,   0.00652
  -0.01152,  -0.28849,   0.00640
  -0.01140,  -0.29043,   0.00628
  -0.01128,  -0.29235,   0.00616
  -0.01115,  -0.29427,   0.00603
  -0.01102,  -0.29618,   0.00590
  -0.01090,  -0.29809,   0.00577
  -0.01076,  -0.29999,   0.00563
  -0.01063,  -0.30188,   0.00549
  -0.01050,  -0.30376,   0.00534
  -0.01036,  -0.30564,   0.00519
  -0.01023,  -0.30751,   0.00504
  -0.01009,  -0.30938,   0.00488
  -0.00995,  -0.31123,   0.00472
  -0.00980,  -0.31308,   0.00455
  -0.00966,  -0.31492,   0.00438
  -0.00952,  -0.31675,   0.00421
  -0.00937,  -0.31858,   0.00403
  -0.00922,  -0.32039,   0.00385
  -0.00907,  -0.32220,   0.00366
  -0.00892,  -0.32401,   0.00347
  -0.00877,  -0.32580,   0.00327
  -0.00862,  -0.32758,   0.00307
  -0.00846,  -0.32936,   0.00287
  -0.00830,  -0.33113,   0.00266
  -0.00815,  -0.33289,   0.00245
  -0.00799,  -0.33464,   0.00224
  -0.00783,  -0.33639,   0.00202
  -0.00767,  -0.33812,   0.00179
  -0.00750,  -0.33985,   0.00156
  -0.00734,  -0.34156,   0.00133
  -0.00718,  -0.34327,   0.00110
  -0.00701,  -0.34497,   0.00085
  -0.00684,  -0.34666,   0.00061
  -0.00667,  -0.34835,   0.00036
  -0.00650,  -0.35002,   0.00011
  -0.00633,  -0.35168,  -0.00015
  -0.00616,  -0.35334,  -0.00041
  -0.00599,  -0.35498,  -0.00067
  -0.00581,  -0.35662,  -0.00094
  -0.00564,  -0.35824,  -0.00122
  -0.00546,  -0.35986,  -0.00149
  -0.00529,  -0.36147,  -0.00178
  -0.00511,  -0.36307,  -0.00206
  -0.00493,  -0.36465,  -0.00235
  -0.00475,  -0.36623,  -0.00264
  -0.00457,  -0.36780,  -0.00294
  -0.00439,  -0.36936,  -0.00324
  -0.00421,  -0.37091,  -0.00355
  -0.00402,  -0.37245,  -0.00386
  -0.00384,  -0.37397,  -0.00417
  -0.00365,  -0.37549,  -0.00449
  -0.00347,  -0.37700,  -0.00481
  -0.00328,  -0.37850,  -0.00514
  -0.00309,  -0.37998,  -0.00547
  -0.00290,  -0.38146,  -0.00580
