# epsilon_xx, epsilon_yy, epsilon_xy
  -0.00000,   0.00000,   0.00000
  -0.00161,  -0.00097,   0.00021
  -0.00321,  -0.00194,   0.00041
  -0.00482,  -0.00291,   0.00061
  -0.00642,  -0.00387,   0.00080
  -0.00803,  -0.00483,   0.00098
  -0.00964,  -0.00579,   0.00115
  -0.01124,  -0.00675,   0.00132
  -0.01285,  -0.00771,   0.00148
  -0.01445,  -0.00866,   0.00164
  -0.01606,  -0.00961,   0.00178
  -0.01767,  -0.01056,   0.00192
  -0.01927,  -0.01151,   0.00206
  -0.02088,  -0.01245,   0.00218
  -0.02248,  -0.01339,   0.00230
  -0.02409,  -0.01433,   0.00241
  -0.02569,  -0.01526,   0.00252
  -0.02729,  -0.01620,   0.00262
  -0.02889,  -0.01713,   0.00271
  -0.03050,  -0.01805,   0.00279
  -0.03210,  -0.01898,   0.00287
  -0.03370,  -0.01990,   0.00294
  -0.03529,  -0.02081,   0.00300
  -0.03689,  -0.02173,   0.00306
  -0.03849,  -0.02264,   0.00310
  -0.04008,  -0.02355,   0.00315
  -0.04168,  -0.02445,   0.00318
  -0.04327,  -0.02535,   0.00321
  -0.04486,  -0.02625,   0.00323
  -0.04645,  -0.02714,   0.00324
  -0.04804,  -0.02803,   0.00325
  -0.04962,  -0.02892,   0.00325
  -0.05121,  -0.02981,   0.00324
  -0.05279,  -0.03068,   0.00323
  -0.05437,  -0.03156,   0.00321
  -0.05595,  -0.03243,   0.00318
  -0.05753,  -0.03330,   0.00315
  -0.05911,  -0.03416,   0.00311
  -0.06068,  -0.03503,   0.00306
  -0.06225,  -0.03588,   0.00300
  -0.06382,  -0.03673,   0.00294
  -0.06539,  -0.03758,   0.00287
  -0.06695,  -0.03843,   0.00280
  -0.06851,  -0.03927,   0.00271
  -0.07007,  -0.04010,   0.00262
  -0.07163,  -0.04093,   0.00253
  -0.07319,  -0.04176,   0.00243
  -0.07474,  -0.04258,   0.00232
  -0.07629,  -0.04340,   0.00220
  -0.07784,  -0.04421,   0.00208
  -0.07938,  -0.04502,   0.00195
  -0.08092,  -0.04583,   0.00181
  -0.08246,  -0.04663,   0.00167
  -0.08400,  -0.04742,   0.00152
  -0.08553,  -0.04821,   0.00136
  -0.08706,  -0.04900,   0.00120
  -0.08859,  -0.04978,   0.00103
  -0.09011,  -0.05056,   0.00086
  -0.09163,  -0.05133,   0.00067
  -0.09315,  -0.05210,   0.00048
  -0.09466,  -0.05286,   0.00029
  -0.09617,  -0.05362,   0.00009
  -0.09768,  -0.05437,  -0.00012
  -0.09918,  -0.05511,  -0.00033
  -0.10068,  -0.05586,  -0.00056
  -0.10218,  -0.05659,  -0.00078
  -0.10367,  -0.05733,  -0.00102
  -0.10516,  -0.05805,  -0.00126
  -0.10665,  -0.05877,  -0.00150
  -0.10813,  -0.05949,  -0.00175
  -0.10961,  -0.06020,  -0.00201
  -0.11109,  -0.06091,  -0.00228
  -0.11256,  -0.06161,  -0.00255
  -0.11402,  -0.06231,  -0.00283
  -0.11549,  -0.06300,  -0.00311
  -0.11695,  -0.06368,  -0.00340
  -0.11840,  -0.06436,  -0.00369
  -0.11985,  -0.06503,  -0.00399
  -0.12130,  -0.06570,  -0.00430
  -0.12274,  -0.06637,  -0.00461
  -0.12418,  -0.06703,  -0.00493
  -0.12561,  -0.06768,  -0.00526
  -0.12704,  -0.06833,  -0.00559
  -0.12847,  -0.06897,  -0.00592
  -0.12989,  -0.06960,  -0.00627
  -0.13131,  -0.07023,  -0.00662
  -0.13272,  -0.07086,  -0.00697
  -0.13413,  -0.07148,  -0.00733
  -0.13553,  -0.07209,  -0.00769
  -0.13693,  -0.07270,  -0.00806
  -0.13833,  -0.07330,  -0.00844
  -0.13972,  -0.07390,  -0.00882
