# epsilon_xx, epsilon_yy, epsilon_xy
   0.00000,  -0.00000,   0.00000
  -0.00024,   0.00178,   0.00088
  -0.00049,   0.00356,   0.00178
  -0.00074,   0.00533,   0.00267
  -0.00099,   0.00710,   0.00358
  -0.00124,   0.00886,   0.00449
  -0.00150,   0.01061,   0.00541
  -0.00176,   0.01237,   0.00634
  -0.00203,   0.01412,   0.00727
  -0.00230,   0.01586,   0.00821
  -0.00257,   0.01760,   0.00916
  -0.00284,   0.01933,   0.01011
  -0.00312,   0.02106,   0.01107
  -0.00340,   0.02278,   0.01204
  -0.00368,   0.02450,   0.01301
  -0.00397,   0.02622,   0.01399
  -0.00426,   0.02793,   0.01498
  -0.00455,   0.02963,   0.01597
  -0.00485,   0.03133,   0.01697
  -0.00515,   0.03302,   0.01798
  -0.00545,   0.03471,   0.01899
  -0.00576,   0.03640,   0.02001
  -0.00607,   0.03807,   0.02103
  -0.00638,   0.03975,   0.02207
  -0.00670,   0.04142,   0.02311
  -0.00702,   0.04308,   0.02415
  -0.00735,   0.04474,   0.02520
  -0.00767,   0.04639,   0.02626
  -0.00801,   0.04804,   0.02732
  -0.00834,   0.04968,   0.02839
  -0.00868,   0.05132,   0.02947
  -0.00903,   0.05295,   0.03055
  -0.00937,   0.05458,   0.03164
  -0.00972,   0.05620,   0.03274
  -0.01008,   0.05781,   0.03384
  -0.01044,   0.05942,   0.03495
  -0.01080,   0.06103,   0.03606
  -0.01117,   0.06262,   0.03718
  -0.01154,   0.06422,   0.03830
  -0.01191,   0.06581,   0.03943
  -0.01229,   0.06739,   0.04057
  -0.01267,   0.06897,   0.04171
  -0.01306,   0.07054,   0.04286
  -0.01345,   0.07210,   0.04402
  -0.01384,   0.07366,   0.04518
  -0.01424,   0.07522,   0.04634
  -0.01465,   0.07677,   0.04752
  -0.01505,   0.07831,   0.04869
  -0.01546,   0.07985,   0.04988
  -0.01588,   0.08138,   0.05107
  -0.01630,   0.08290,   0.05226
  -0.01672,   0.08442,   0.05346
  -0.01715,   0.08594,   0.05466
  -0.01758,   0.08745,   0.05587
  -0.01802,   0.08895,   0.05709
  -0.01846,   0.09045,   0.05831
  -0.01890,   0.09194,   0.05954
  -0.01935,   0.09342,   0.06077
  -0.01980,   0.09490,   0.06201
  -0.02026,   0.09637,   0.06325
  -0.02072,   0.09784,   0.06450
  -0.02119,   0.09930,   0.06575
  -0.02166,   0.10076,   0.06701
  -0.02213,   0.10221,   0.06827
  -0.02261,   0.10365,   0.06954
  -0.02310,   0.10509,   0.07081
  -0.02358,   0.10652,   0.07209
  -0.02408,   0.10794,   0.07337
  -0.02457,   0.10936,   0.07466
  -0.02507,   0.11077,   0.07595
  -0.02558,   0.11218,   0.07725
  -0.02609,   0.11358,   0.07855
  -0.02660,   0.11497,   0.07986
  -0.02712,   0.11636,   0.08117
  -0.02764,   0.11774,   0.08249
  -0.02817,   0.11912,   0.08381
  -0.02870,   0.12049,   0.08513
  -0.02924,   0.12185,   0.08646
  -0.02978,   0.12321,   0.08780
  -0.03032,   0.12456,   0.08914
  -0.03087,   0.12590,   0.09048
  -0.03143,   0.12724,   0.09183
  -0.03199,   0.12857,   0.09318
  -0.03255,   0.12990,   0.09453
  -0.03312,   0.13122,   0.09589
  -0.03369,   0.13253,   0.09726
  -0.03427,   0.13384,   0.09862
  -0.03485,   0.13514,   0.10000
  -0.03543,   0.13643,   0.10137
  -0.03602,   0.13772,   0.10275
  -0.03662,   0.13900,   0.10414
  -0.03722,   0.14027,   0.10552
  -0.03782,   0.14154,   0.10692
  -0.03843,   0.14280,   0.10831
  -0.03904,   0.14406,   0.10971
  -0.03966,   0.14530,   0.11111
  -0.04028,   0.14655,   0.11252
  -0.04090,   0.14778,   0.11393
  -0.04153,   0.14901,   0.11535
  -0.04217,   0.15023,   0.11676
  -0.04281,   0.15145,   0.11818
  -0.04345,   0.15266,   0.11961
  -0.04410,   0.15386,   0.12104
  -0.04475,   0.15506,   0.12247
  -0.04541,   0.15624,   0.12390
  -0.04607,   0.15743,   0.12534
  -0.04673,   0.15860,   0.12678
  -0.04740,   0.15977,   0.12822
  -0.04808,   0.16094,   0.12967
  -0.04876,   0.16209,   0.13112
  -0.04944,   0.16324,   0.13257
  -0.05013,   0.16438,   0.13403
  -0.05082,   0.16552,   0.13549
  -0.05152,   0.16665,   0.13695
  -0.05222,   0.16777,   0.13842
  -0.05292,   0.16889,   0.13988
  -0.05363,   0.17000,   0.14135
  -0.05434,   0.17110,   0.14283
  -0.05506,   0.17220,   0.14430
  -0.05578,   0.17328,   0.14578
  -0.05651,   0.17437,   0.14726
  -0.05724,   0.17544,   0.14874
  -0.05797,   0.17651,   0.15023
  -0.05871,   0.17757,   0.15172
  -0.05946,   0.17863,   0.15321
  -0.06020,   0.17968,   0.15470
  -0.06095,   0.18072,   0.15620
  -0.06171,   0.18175,   0.15769
  -0.06247,   0.18278,   0.15919
  -0.06323,   0.18380,   0.16069
  -0.06400,   0.18482,   0.16220
  -0.06477,   0.18582,   0.16370
  -0.06555,   0.18682,   0.16521
  -0.06633,   0.18782,   0.16672
  -0.06711,   0.18880,   0.16823
  -0.06790,   0.18978,   0.16974
  -0.06869,   0.19076,   0.17126
