# epsilon_xx, epsilon_yy, epsilon_xy
   0.00000,  -0.00000,  -0.00000
  -0.00127,  -0.00106,  -0.00056
  -0.00255,  -0.00212,  -0.00113
  -0.00382,  -0.00318,  -0.00170
  -0.00510,  -0.00423,  -0.00228
  -0.00638,  -0.00528,  -0.00286
  -0.00765,  -0.00633,  -0.00344
  -0.00893,  -0.00738,  -0.00403
  -0.01021,  -0.00843,  -0.00462
  -0.01149,  -0.00947,  -0.00522
  -0.01277,  -0.01051,  -0.00581
  -0.01405,  -0.01155,  -0.00642
  -0.01533,  -0.01258,  -0.00702
  -0.01662,  -0.01361,  -0.00763
  -0.01790,  -0.01464,  -0.00825
  -0.01919,  -0.01567,  -0.00887
  -0.02047,  -0.01670,  -0.00949
  -0.02176,  -0.01772,  -0.01011
  -0.02305,  -0.01874,  -0.01074
  -0.02434,  -0.01975,  -0.01138
  -0.02563,  -0.02077,  -0.01202
  -0.02692,  -0.02178,  -0.01266
  -0.02821,  -0.02278,  -0.01330
  -0.02950,  -0.02379,  -0.01395
  -0.03079,  -0.02479,  -0.01461
  -0.03209,  -0.02579,  -0.01526
  -0.03338,  -0.02678,  -0.01592
  -0.03468,  -0.02777,  -0.01659
  -0.03597,  -0.02876,  -0.01726
  -0.03727,  -0.02975,  -0.01793
  -0.03857,  -0.03073,  -0.01860
  -0.03987,  -0.03171,  -0.01928
  -0.04117,  -0.03268,  -0.01997
  -0.04247,  -0.03365,  -0.02066
  -0.04377,  -0.03462,  -0.02135
  -0.04507,  -0.03559,  -0.02204
  -0.04638,  -0.03655,  -0.02274
  -0.04768,  -0.03751,  -0.02344
  -0.04899,  -0.03846,  -0.02415
  -0.05029,  -0.03941,  -0.02486
  -0.05160,  -0.04036,  -0.02557
  -0.05291,  -0.04130,  -0.02629
  -0.05422,  -0.04224,  -0.02701
  -0.05553,  -0.04317,  -0.02774
  -0.05684,  -0.04410,  -0.02847
  -0.05815,  -0.04503,  -0.02920
  -0.05946,  -0.04595,  -0.02994
  -0.06077,  -0.04687,  -0.03068
  -0.06209,  -0.04779,  -0.03142
  -0.06340,  -0.04870,  -0.03217
  -0.06472,  -0.04960,  -0.03292
  -0.06603,  -0.05051,  -0.03367
  -0.06735,  -0.05140,  -0.03443
  -0.06867,  -0.05230,  -0.03519
  -0.06999,  -0.05319,  -0.03596
  -0.07131,  -0.05407,  -0.03672
  -0.07263,  -0.05495,  -0.03750
  -0.07395,  -0.05583,  -0.03827
  -0.07527,  -0.05670,  -0.03905
  -0.07659,  -0.05757,  -0.03983
  -0.07792,  -0.05843,  -0.04062
  -0.07924,  -0.05929,  -0.04141
  -0.08057,  -0.06015,  -0.04220
  -0.08189,  -0.06099,  -0.04300
  -0.08322,  -0.06184,  -0.04380
  -0.08455,  -0.06268,  -0.04460
  -0.08587,  -0.06351,  -0.04541
  -0.08720,  -0.06434,  -0.04622
  -0.08853,  -0.06517,  -0.04703
  -0.08986,  -0.06599,  -0.04785
  -0.09119,  -0.06681,  -0.04867
  -0.09253,  -0.06762,  -0.04949
  -0.09386,  -0.06842,  -0.05032
  -0.09519,  -0.06922,  -0.05115
  -0.09652,  -0.07002,  -0.05198
  -0.09786,  -0.07081,  -0.05282
  -0.09919,  -0.07159,  -0.05366
  -0.10053,  -0.07238,  -0.05450
  -0.10186,  -0.07315,  -0.05535
  -0.10320,  -0.07392,  -0.05620
  -0.10454,  -0.07469,  -0.05705
  -0.10587,  -0.07544,  -0.05790
  -0.10721,  -0.07620,  -0.05876
  -0.10855,  -0.07695,  -0.05962
  -0.10989,  -0.07769,  -0.06049
  -0.11123,  -0.07843,  -0.06135
  -0.11257,  -0.07916,  -0.06222
  -0.11391,  -0.07989,  -0.06310
  -0.11525,  -0.08061,  -0.06397
  -0.11659,  -0.08133,  -0.06485
  -0.11794,  -0.08204,  -0.06573
  -0.11928,  -0.08274,  -0.06662
  -0.12062,  -0.08344,  -0.06750
  -0.12196,  -0.08414,  -0.06839
  -0.12331,  -0.08482,  -0.06929
  -0.12465,  -0.08551,  -0.07018
  -0.12600,  -0.08618,  -0.07108
  -0.12734,  -0.08685,  -0.07198
  -0.12869,  -0.08752,  -0.07289
  -0.13003,  -0.08818,  -0.07379
  -0.13138,  -0.08883,  -0.07470
  -0.13272,  -0.08948,  -0.07561
  -0.13407,  -0.09012,  -0.07653
  -0.13541,  -0.09076,  -0.07745
  -0.13676,  -0.09139,  -0.07837
  -0.13811,  -0.09201,  -0.07929
  -0.13946,  -0.09263,  -0.08021
  -0.14080,  -0.09324,  -0.08114
  -0.14215,  -0.09385,  -0.08207
  -0.14350,  -0.09445,  -0.08300
  -0.14485,  -0.09504,  -0.08393
  -0.14619,  -0.09563,  -0.08487
  -0.14754,  -0.09621,  -0.08581
  -0.14889,  -0.09679,  -0.08675
  -0.15024,  -0.09736,  -0.08769
  -0.15159,  -0.09792,  -0.08864
  -0.15293,  -0.09848,  -0.08959
  -0.15428,  -0.09903,  -0.09054
  -0.15563,  -0.09957,  -0.09149
  -0.15698,  -0.10011,  -0.09244
  -0.15833,  -0.10064,  -0.09340
  -0.15967,  -0.10116,  -0.09436
  -0.16102,  -0.10168,  -0.09532
  -0.16237,  -0.10220,  -0.09628
  -0.16372,  -0.10270,  -0.09725
  -0.16506,  -0.10320,  -0.09821
  -0.16641,  -0.10370,  -0.09918
  -0.16776,  -0.10418,  -0.10015
  -0.16910,  -0.10466,  -0.10113
  -0.17045,  -0.10514,  -0.10210
  -0.17180,  -0.10561,  -0.10308
  -0.17314,  -0.10607,  -0.10405
  -0.17449,  -0.10652,  -0.10503
  -0.17584,  -0.10697,  -0.10602
  -0.17718,  -0.10741,  -0.10700
  -0.17853,  -0.10785,  -0.10798
  -0.17987,  -0.10827,  -0.10897
  -0.18121,  -0.10870,  -0.10996
  -0.18256,  -0.10911,  -0.11095
  -0.18390,  -0.10952,  -0.11194
  -0.18524,  -0.10992,  -0.11293
  -0.18659,  -0.11032,  -0.11393
  -0.18793,  -0.11071,  -0.11492
  -0.18927,  -0.11109,  -0.11592
  -0.19061,  -0.11146,  -0.11692
  -0.19195,  -0.11183,  -0.11792
  -0.19329,  -0.11219,  -0.11892
  -0.19463,  -0.11255,  -0.11992
  -0.19597,  -0.11290,  -0.12093
  -0.19730,  -0.11324,  -0.12193
  -0.19864,  -0.11357,  -0.12294
  -0.19998,  -0.11390,  -0.12395
  -0.20131,  -0.11422,  -0.12496
  -0.20265,  -0.11454,  -0.12597
  -0.20398,  -0.11485,  -0.12698
  -0.20532,  -0.11515,  -0.12799
  -0.20665,  -0.11544,  -0.12901
  -0.20798,  -0.11573,  -0.13002
  -0.20931,  -0.11601,  -0.13104
  -0.21064,  -0.11629,  -0.13206
  -0.21197,  -0.11656,  -0.13308
  -0.21330,  -0.11682,  -0.13409
  -0.21463,  -0.11707,  -0.13511
  -0.21595,  -0.11732,  -0.13614
  -0.21728,  -0.11756,  -0.13716
  -0.21860,  -0.11779,  -0.13818
  -0.21993,  -0.11802,  -0.13920
  -0.22125,  -0.11824,  -0.14023
  -0.22257,  -0.11845,  -0.14125
  -0.22389,  -0.11866,  -0.14228
  -0.22521,  -0.11886,  -0.14331
  -0.22653,  -0.11905,  -0.14433
  -0.22785,  -0.11924,  -0.14536
  -0.22916,  -0.11942,  -0.14639
  -0.23048,  -0.11959,  -0.14742
  -0.23179,  -0.11976,  -0.14845
  -0.23310,  -0.11992,  -0.14948
  -0.23442,  -0.12007,  -0.15051
  -0.23573,  -0.12022,  -0.15155
  -0.23703,  -0.12035,  -0.15258
  -0.23834,  -0.12049,  -0.15361
  -0.23965,  -0.12061,  -0.15464
  -0.24095,  -0.12073,  -0.15568
  -0.24226,  -0.12084,  -0.15671
  -0.24356,  -0.12095,  -0.15775
  -0.24486,  -0.12105,  -0.15878
  -0.24616,  -0.12114,  -0.15982
  -0.24746,  -0.12123,  -0.16085
  -0.24875,  -0.12130,  -0.16189
  -0.25005,  -0.12138,  -0.16292
  -0.25134,  -0.12144,  -0.16396
  -0.25263,  -0.12150,  -0.16500
  -0.25392,  -0.12155,  -0.16603
  -0.25521,  -0.12160,  -0.16707
  -0.25650,  -0.12164,  -0.16811
  -0.25778,  -0.12167,  -0.16914
  -0.25907,  -0.12170,  -0.17018
  -0.26035,  -0.12172,  -0.17122
  -0.26163,  -0.12173,  -0.17226
  -0.26291,  -0.12173,  -0.17329
  -0.26419,  -0.12173,  -0.17433
  -0.26546,  -0.12173,  -0.17537
  -0.26674,  -0.12171,  -0.17641
  -0.26801,  -0.12169,  -0.17744
  -0.26928,  -0.12167,  -0.17848
  -0.27055,  -0.12164,  -0.17952
  -0.27181,  -0.12160,  -0.18055
  -0.27308,  -0.12155,  -0.18159
  -0.27434,  -0.12150,  -0.18263
  -0.27560,  -0.12144,  -0.18366
  -0.27686,  -0.12138,  -0.18470
  -0.27812,  -0.12131,  -0.18574
  -0.27937,  -0.12123,  -0.18677
  -0.28063,  -0.12115,  -0.18781
  -0.28188,  -0.12106,  -0.18884
  -0.28313,  -0.12096,  -0.18988
  -0.28438,  -0.12086,  -0.19091
  -0.28562,  -0.12075,  -0.19195
  -0.28687,  -0.12064,  -0.19298
  -0.28811,  -0.12052,  -0.19402
  -0.28935,  -0.12039,  -0.19505
  -0.29058,  -0.12026,  -0.19608
  -0.29182,  -0.12012,  -0.19712
  -0.29305,  -0.11998,  -0.19815
  -0.29428,  -0.11983,  -0.19918
  -0.29551,  -0.11967,  -0.20021
  -0.29674,  -0.11951,  -0.20124
  -0.29797,  -0.11934,  -0.20227
  -0.29919,  -0.11916,  -0.20330
  -0.30041,  -0.11898,  -0.20433
  -0.30163,  -0.11880,  -0.20536
  -0.30284,  -0.11861,  -0.20639
  -0.30406,  -0.11841,  -0.20742
  -0.30527,  -0.11821,  -0.20845
  -0.30648,  -0.11800,  -0.20947
  -0.30769,  -0.11778,  -0.21050
  -0.30889,  -0.11756,  -0.21152
  -0.31009,  -0.11734,  -0.21255
  -0.31129,  -0.11711,  -0.21357
  -0.31249,  -0.11687,  -0.21460
  -0.31369,  -0.11663,  -0.21562
  -0.31488,  -0.11638,  -0.21664
  -0.31607,  -0.11613,  -0.21766
  -0.31726,  -0.11587,  -0.21868
  -0.31845,  -0.11561,  -0.21970
  -0.31963,  -0.11534,  -0.22072
  -0.32081,  -0.11506,  -0.22174
  -0.32199,  -0.11478,  -0.22276
  -0.32317,  -0.11450,  -0.22378
  -0.32434,  -0.11421,  -0.22479
  -0.32551,  -0.11391,  -0.22581
  -0.32668,  -0.11361,  -0.22682
  -0.32785,  -0.11331,  -0.22784
  -0.32901,  -0.11300,  -0.22885
  -0.33018,  -0.11268,  -0.22986
  -0.33134,  -0.11236,  -0.23087
  -0.33249,  -0.11204,  -0.23188
  -0.33365,  -0.11171,  -0.23289
  -0.33480,  -0.11137,  -0.23390
  -0.33595,  -0.11103,  -0.23491
  -0.33710,  -0.11069,  -0.23591
  -0.33824,  -0.11034,  -0.23692
  -0.33938,  -0.10999,  -0.23793
  -0.34052,  -0.10963,  -0.23893
  -0.34166,  -0.10927,  -0.23993
  -0.34279,  -0.10890,  -0.24094
  -0.34393,  -0.10853,  -0.24194
  -0.34506,  -0.10815,  -0.24294
  -0.34618,  -0.10778,  -0.24394
  -0.34731,  -0.10739,  -0.24494
  -0.34843,  -0.10700,  -0.24593
  -0.34955,  -0.10661,  -0.24693
  -0.35066,  -0.10621,  -0.24793
  -0.35178,  -0.10581,  -0.24892
  -0.35289,  -0.10541,  -0.24991
  -0.35400,  -0.10500,  -0.25091
  -0.35510,  -0.10458,  -0.25190
  -0.35621,  -0.10417,  -0.25289
  -0.35731,  -0.10375,  -0.25388
  -0.35841,  -0.10332,  -0.25487
  -0.35950,  -0.10289,  -0.25586
  -0.36060,  -0.10246,  -0.25684
  -0.36169,  -0.10203,  -0.25783
  -0.36277,  -0.10159,  -0.25881
