# epsilon_xx, epsilon_yy, epsilon_xy
  -0.00000,   0.00000,   0.00000
  -0.00041,  -0.00171,   0.00120
  -0.00081,  -0.00341,   0.00240
  -0.00121,  -0.00510,   0.00358
  -0.00159,  -0.00678,   0.00476
  -0.00196,  -0.00844,   0.00593
  -0.00233,  -0.01010,   0.00709
  -0.00268,  -0.01175,   0.00824
  -0.00303,  -0.01339,   0.00938
  -0.00336,  -0.01502,   0.01051
  -0.00369,  -0.01663,   0.01163
  -0.00400,  -0.01824,   0.01275
  -0.00431,  -0.01983,   0.01386
  -0.00460,  -0.02142,   0.01495
  -0.00489,  -0.02299,   0.01604
  -0.00517,  -0.02456,   0.01712
  -0.00543,  -0.02611,   0.01819
  -0.00569,  -0.02765,   0.01926
  -0.00594,  -0.02918,   0.02031
  -0.00618,  -0.03070,   0.02136
  -0.00640,  -0.03221,   0.02239
  -0.00662,  -0.03371,   0.02342
  -0.00683,  -0.03519,   0.02444
  -0.00703,  -0.03667,   0.02545
  -0.00722,  -0.03813,   0.02646
  -0.00740,  -0.03958,   0.02745
  -0.00757,  -0.04102,   0.02844
  -0.00773,  -0.04245,   0.02942
  -0.00787,  -0.04387,   0.03038
  -0.00801,  -0.04527,   0.03135
  -0.00814,  -0.04666,   0.03230
  -0.00826,  -0.04804,   0.03324
  -0.00837,  -0.04941,   0.03418
  -0.00847,  -0.05077,   0.03511
  -0.00856,  -0.05212,   0.03603
  -0.00864,  -0.05345,   0.03694
  -0.00871,  -0.05477,   0.03785
  -0.00877,  -0.05608,   0.03874
  -0.00882,  -0.05738,   0.03963
  -0.00886,  -0.05866,   0.04051
  -0.00890,  -0.05994,   0.04138
  -0.00892,  -0.06120,   0.04224
  -0.00893,  -0.06245,   0.04310
  -0.00893,  -0.06368,   0.04395
  -0.00892,  -0.06490,   0.04479
  -0.00890,  -0.06612,   0.04562
  -0.00887,  -0.06731,   0.04645
  -0.00883,  -0.06850,   0.04726
  -0.00878,  -0.06967,   0.04807
  -0.00872,  -0.07083,   0.04887
  -0.00865,  -0.07198,   0.04967
  -0.00857,  -0.07312,   0.05045
  -0.00848,  -0.07424,   0.05123
  -0.00839,  -0.07535,   0.05200
  -0.00828,  -0.07644,   0.05277
  -0.00816,  -0.07753,   0.05352
  -0.00803,  -0.07860,   0.05427
  -0.00789,  -0.07966,   0.05501
  -0.00774,  -0.08070,   0.05575
  -0.00758,  -0.08174,   0.05647
  -0.00741,  -0.08275,   0.05719
  -0.00723,  -0.08376,   0.05790
  -0.00705,  -0.08475,   0.05861
  -0.00685,  -0.08573,   0.05931
  -0.00664,  -0.08670,   0.06000
  -0.00642,  -0.08765,   0.06068
  -0.00619,  -0.08860,   0.06136
  -0.00595,  -0.08952,   0.06203
  -0.00570,  -0.09044,   0.06269
  -0.00545,  -0.09134,   0.06334
  -0.00518,  -0.09223,   0.06399
  -0.00490,  -0.09310,   0.06463
  -0.00461,  -0.09396,   0.06527
  -0.00431,  -0.09481,   0.06589
  -0.00401,  -0.09564,   0.06651
  -0.00369,  -0.09647,   0.06713
  -0.00336,  -0.09727,   0.06773
  -0.00302,  -0.09807,   0.06834
  -0.00268,  -0.09885,   0.06893
  -0.00232,  -0.09962,   0.06952
  -0.00195,  -0.10037,   0.07010
  -0.00158,  -0.10111,   0.07067
  -0.00119,  -0.10184,   0.07124
  -0.00079,  -0.10256,   0.07180
  -0.00039,  -0.10326,   0.07235
   0.00003,  -0.10394,   0.07290
   0.00045,  -0.10462,   0.07345
   0.00089,  -0.10528,   0.07398
   0.00134,  -0.10593,   0.07451
   0.00179,  -0.10656,   0.07503
   0.00226,  -0.10718,   0.07555
   0.00273,  -0.10779,   0.07606
   0.00321,  -0.10838,   0.07657
   0.00371,  -0.10896,   0.07707
   0.00421,  -0.10953,   0.07756
   0.00472,  -0.11008,   0.07805
   0.00525,  -0.11062,   0.07853
   0.00578,  -0.11115,   0.07900
   0.00632,  -0.11166,   0.07947
   0.00687,  -0.11216,   0.07993
   0.00743,  -0.11265,   0.08039
   0.00800,  -0.11312,   0.08084
   0.00858,  -0.11358,   0.08129
   0.00917,  -0.11402,   0.08173
   0.00977,  -0.11446,   0.08216
   0.01038,  -0.11488,   0.08259
   0.01100,  -0.11528,   0.08302
   0.01163,  -0.11567,   0.08344
   0.01226,  -0.11605,   0.08385
   0.01291,  -0.11642,   0.08426
   0.01356,  -0.11677,   0.08466
   0.01423,  -0.11711,   0.08506
   0.01490,  -0.11744,   0.08545
   0.01559,  -0.11775,   0.08583
   0.01628,  -0.11805,   0.08622
   0.01698,  -0.11834,   0.08659
   0.01769,  -0.11861,   0.08696
   0.01841,  -0.11887,   0.08733
   0.01914,  -0.11912,   0.08769
   0.01988,  -0.11935,   0.08804
   0.02063,  -0.11957,   0.08840
   0.02139,  -0.11978,   0.08874
   0.02215,  -0.11997,   0.08908
   0.02293,  -0.12015,   0.08942
   0.02371,  -0.12032,   0.08975
   0.02450,  -0.12048,   0.09008
   0.02531,  -0.12062,   0.09040
   0.02612,  -0.12075,   0.09072
   0.02694,  -0.12086,   0.09103
   0.02776,  -0.12097,   0.09134
   0.02860,  -0.12106,   0.09164
   0.02945,  -0.12113,   0.09194
   0.03030,  -0.12120,   0.09224
   0.03117,  -0.12125,   0.09253
   0.03204,  -0.12129,   0.09281
   0.03292,  -0.12132,   0.09310
   0.03381,  -0.12133,   0.09337
   0.03471,  -0.12133,   0.09365
   0.03562,  -0.12132,   0.09392
   0.03653,  -0.12130,   0.09418
   0.03746,  -0.12126,   0.09444
   0.03839,  -0.12121,   0.09470
   0.03933,  -0.12115,   0.09495
   0.04028,  -0.12108,   0.09520
   0.04124,  -0.12099,   0.09545
   0.04221,  -0.12089,   0.09569
   0.04318,  -0.12078,   0.09593
   0.04416,  -0.12066,   0.09616
   0.04515,  -0.12052,   0.09639
   0.04615,  -0.12038,   0.09662
   0.04716,  -0.12022,   0.09684
   0.04818,  -0.12004,   0.09706
   0.04920,  -0.11986,   0.09727
   0.05023,  -0.11966,   0.09749
   0.05127,  -0.11946,   0.09769
   0.05232,  -0.11924,   0.09790
   0.05338,  -0.11901,   0.09810
   0.05444,  -0.11876,   0.09830
   0.05551,  -0.11851,   0.09849
   0.05659,  -0.11824,   0.09869
   0.05768,  -0.11796,   0.09887
   0.05877,  -0.11767,   0.09906
   0.05988,  -0.11737,   0.09924
   0.06099,  -0.11706,   0.09942
   0.06211,  -0.11673,   0.09960
   0.06323,  -0.11639,   0.09977
   0.06436,  -0.11605,   0.09994
   0.06550,  -0.11569,   0.10011
   0.06665,  -0.11532,   0.10027
   0.06781,  -0.11493,   0.10043
   0.06897,  -0.11454,   0.10059
   0.07014,  -0.11414,   0.10074
   0.07132,  -0.11372,   0.10090
   0.07250,  -0.11330,   0.10105
   0.07370,  -0.11286,   0.10119
   0.07490,  -0.11241,   0.10134
   0.07610,  -0.11195,   0.10148
   0.07731,  -0.11148,   0.10162
   0.07854,  -0.11100,   0.10176
   0.07976,  -0.11051,   0.10189
   0.08100,  -0.11001,   0.10202
   0.08224,  -0.10950,   0.10215
   0.08349,  -0.10897,   0.10228
   0.08474,  -0.10844,   0.10241
   0.08600,  -0.10789,   0.10253
   0.08727,  -0.10734,   0.10265
   0.08854,  -0.10678,   0.10277
   0.08983,  -0.10620,   0.10288
   0.09111,  -0.10562,   0.10300
   0.09241,  -0.10502,   0.10311
   0.09371,  -0.10442,   0.10322
   0.09502,  -0.10380,   0.10333
   0.09633,  -0.10317,   0.10344
   0.09765,  -0.10254,   0.10354
   0.09897,  -0.10189,   0.10364
   0.10031,  -0.10124,   0.10374
   0.10164,  -0.10058,   0.10384
   0.10299,  -0.09990,   0.10394
   0.10434,  -0.09922,   0.10403
   0.10570,  -0.09853,   0.10413
   0.10706,  -0.09782,   0.10422
   0.10843,  -0.09711,   0.10431
   0.10980,  -0.09639,   0.10440
   0.11118,  -0.09566,   0.10449
   0.11257,  -0.09492,   0.10457
   0.11396,  -0.09417,   0.10466
   0.11535,  -0.09341,   0.10474
   0.11676,  -0.09265,   0.10482
   0.11816,  -0.09187,   0.10490
   0.11958,  -0.09109,   0.10498
   0.12099,  -0.09030,   0.10506
   0.12242,  -0.08949,   0.10514
   0.12385,  -0.08868,   0.10521
   0.12528,  -0.08786,   0.10528
   0.12672,  -0.08704,   0.10536
   0.12817,  -0.08620,   0.10543
   0.12962,  -0.08536,   0.10550
   0.13107,  -0.08450,   0.10557
   0.13253,  -0.08364,   0.10564
   0.13399,  -0.08277,   0.10571
   0.13546,  -0.08190,   0.10578
   0.13694,  -0.08101,   0.10584
   0.13842,  -0.08012,   0.10591
   0.13990,  -0.07922,   0.10597
   0.14139,  -0.07831,   0.10604
   0.14288,  -0.07739,   0.10610
   0.14438,  -0.07647,   0.10616
   0.14588,  -0.07553,   0.10622
   0.14738,  -0.07460,   0.10628
   0.14889,  -0.07365,   0.10634
   0.15041,  -0.07269,   0.10640
   0.15193,  -0.07173,   0.10646
   0.15345,  -0.07076,   0.10652
   0.15498,  -0.06979,   0.10658
   0.15651,  -0.06880,   0.10664
   0.15804,  -0.06781,   0.10670
   0.15958,  -0.06682,   0.10675
   0.16112,  -0.06581,   0.10681
   0.16267,  -0.06480,   0.10687
   0.16422,  -0.06378,   0.10692
   0.16577,  -0.06276,   0.10698
   0.16733,  -0.06173,   0.10704
   0.16889,  -0.06069,   0.10709
   0.17045,  -0.05964,   0.10715
   0.17202,  -0.05859,   0.10720
   0.17359,  -0.05754,   0.10726
   0.17517,  -0.05647,   0.10731
   0.17674,  -0.05540,   0.10737
   0.17832,  -0.05433,   0.10743
   0.17991,  -0.05325,   0.10748
   0.18149,  -0.05216,   0.10754
   0.18308,  -0.05107,   0.10759
   0.18468,  -0.04997,   0.10765
   0.18627,  -0.04886,   0.10770
   0.18787,  -0.04775,   0.10776
   0.18947,  -0.04663,   0.10782
   0.19107,  -0.04551,   0.10787
   0.19268,  -0.04438,   0.10793
   0.19429,  -0.04325,   0.10799
   0.19590,  -0.04211,   0.10804
   0.19751,  -0.04097,   0.10810
   0.19913,  -0.03982,   0.10816
   0.20074,  -0.03867,   0.10822
   0.20237,  -0.03751,   0.10828
   0.20399,  -0.03634,   0.10834
   0.20561,  -0.03517,   0.10840
   0.20724,  -0.03400,   0.10846
   0.20887,  -0.03282,   0.10852
   0.21050,  -0.03164,   0.10858
   0.21213,  -0.03045,   0.10864
   0.21376,  -0.02926,   0.10871
   0.21540,  -0.02806,   0.10877
   0.21704,  -0.02686,   0.10884
   0.21868,  -0.02565,   0.10890
   0.22032,  -0.02444,   0.10897
   0.22196,  -0.02323,   0.10903
   0.22360,  -0.02201,   0.10910
   0.22525,  -0.02079,   0.10917
   0.22689,  -0.01956,   0.10924
   0.22854,  -0.01833,   0.10931
   0.23019,  -0.01710,   0.10938
   0.23184,  -0.01586,   0.10945
   0.23349,  -0.01462,   0.10952
   0.23514,  -0.01337,   0.10960
   0.23679,  -0.01212,   0.10967
   0.23844,  -0.01087,   0.10975
   0.24010,  -0.00961,   0.10982
   0.24175,  -0.00835,   0.10990
   0.24341,  -0.00709,   0.10998
   0.24506,  -0.00582,   0.11006
   0.24672,  -0.00455,   0.11014
   0.24837,  -0.00328,   0.11022
   0.25003,  -0.00201,   0.11030
   0.25169,  -0.00073,   0.11039
   0.25335,   0.00055,   0.11047
   0.25500,   0.00184,   0.11056
   0.25666,   0.00312,   0.11065
   0.25832,   0.00441,   0.11074
   0.25998,   0.00571,   0.11083
   0.26164,   0.00700,   0.11092
   0.26329,   0.00830,   0.11101
   0.26495,   0.00960,   0.11110
   0.26661,   0.01090,   0.11120
   0.26827,   0.01220,   0.11130
   0.26992,   0.01351,   0.11140
   0.27158,   0.01482,   0.11149
   0.27323,   0.01613,   0.11160
   0.27489,   0.01744,   0.11170
   0.27654,   0.01876,   0.11180
   0.27820,   0.02007,   0.11191
   0.27985,   0.02139,   0.11201
   0.28150,   0.02271,   0.11212
   0.28315,   0.02403,   0.11223
   0.28481,   0.02536,   0.11234
   0.28645,   0.02668,   0.11246
   0.28810,   0.02801,   0.11257
   0.28975,   0.02934,   0.11269
   0.29140,   0.03067,   0.11281
   0.29304,   0.03200,   0.11293
   0.29469,   0.03333,   0.11305
   0.29633,   0.03467,   0.11317
   0.29797,   0.03600,   0.11329
   0.29961,   0.03734,   0.11342
   0.30125,   0.03867,   0.11355
   0.30288,   0.04001,   0.11368
   0.30452,   0.04135,   0.11381
   0.30615,   0.04269,   0.11394
   0.30778,   0.04403,   0.11408
   0.30941,   0.04537,   0.11421
   0.31104,   0.04671,   0.11435
   0.31266,   0.04805,   0.11449
   0.31429,   0.04939,   0.11463
   0.31591,   0.05074,   0.11477
   0.31753,   0.05208,   0.11492
   0.31914,   0.05343,   0.11507
   0.32076,   0.05477,   0.11522
   0.32237,   0.05611,   0.11537
   0.32398,   0.05746,   0.11552
   0.32559,   0.05880,   0.11567
   0.32719,   0.06015,   0.11583
   0.32880,   0.06149,   0.11599
   0.33040,   0.06284,   0.11615
   0.33199,   0.06418,   0.11631
   0.33359,   0.06552,   0.11647
   0.33518,   0.06687,   0.11664
   0.33677,   0.06821,   0.11681
   0.33836,   0.06956,   0.11698
   0.33994,   0.07090,   0.11715
   0.34152,   0.07224,   0.11732
   0.34310,   0.07358,   0.11750
   0.34467,   0.07492,   0.11768
   0.34624,   0.07627,   0.11786
   0.34781,   0.07761,   0.11804
   0.34937,   0.07894,   0.11822
   0.35094,   0.08028,   0.11841
   0.35249,   0.08162,   0.11860
   0.35405,   0.08296,   0.11878
   0.35560,   0.08429,   0.11898
   0.35715,   0.08563,   0.11917
   0.35869,   0.08696,   0.11937
   0.36023,   0.08829,   0.11956
   0.36177,   0.08963,   0.11976
   0.36330,   0.09096,   0.11996
   0.36483,   0.09228,   0.12017
   0.36635,   0.09361,   0.12037
   0.36788,   0.09494,   0.12058
   0.36939,   0.09626,   0.12079
   0.37091,   0.09758,   0.12100
   0.37242,   0.09891,   0.12122
   0.37392,   0.10023,   0.12144
   0.37542,   0.10154,   0.12165
   0.37692,   0.10286,   0.12187
   0.37841,   0.10418,   0.12210
   0.37990,   0.10549,   0.12232
   0.38138,   0.10680,   0.12255
