# epsilon_xx, epsilon_yy, epsilon_xy
   0.00000,   0.00000,   0.00000
  -0.00124,   0.00104,  -0.00227
  -0.00247,   0.00208,  -0.00452
  -0.00372,   0.00312,  -0.00677
  -0.00496,   0.00414,  -0.00900
  -0.00621,   0.00517,  -0.01123
  -0.00745,   0.00618,  -0.01344
  -0.00870,   0.00720,  -0.01565
  -0.00996,   0.00820,  -0.01784
  -0.01121,   0.00921,  -0.02002
  -0.01247,   0.01020,  -0.02220
  -0.01373,   0.01119,  -0.02436
  -0.01499,   0.01218,  -0.02651
  -0.01625,   0.01316,  -0.02865
  -0.01752,   0.01414,  -0.03078
  -0.01879,   0.01511,  -0.03290
  -0.02006,   0.01607,  -0.03501
  -0.02133,   0.01704,  -0.03711
  -0.02260,   0.01799,  -0.03919
  -0.02388,   0.01894,  -0.04127
  -0.02515,   0.01989,  -0.04334
  -0.02643,   0.02083,  -0.04539
  -0.02771,   0.02176,  -0.04743
  -0.02900,   0.02270,  -0.04947
  -0.03028,   0.02362,  -0.05149
  -0.03157,   0.02454,  -0.05350
  -0.03285,   0.02546,  -0.05550
  -0.03414,   0.02637,  -0.05749
  -0.03543,   0.02728,  -0.05947
  -0.03672,   0.02818,  -0.06143
  -0.03802,   0.02908,  -0.06339
  -0.03931,   0.02997,  -0.06534
  -0.04061,   0.03086,  -0.06727
  -0.04190,   0.03174,  -0.06919
  -0.04320,   0.03262,  -0.07111
  -0.04450,   0.03349,  -0.07301
  -0.04580,   0.03436,  -0.07490
  -0.04710,   0.03523,  -0.07678
  -0.04841,   0.03608,  -0.07865
  -0.04971,   0.03694,  -0.08050
  -0.05102,   0.03779,  -0.08235
  -0.05232,   0.03864,  -0.08418
  -0.05363,   0.03948,  -0.08601
  -0.05494,   0.04032,  -0.08782
  -0.05625,   0.04115,  -0.08962
  -0.05756,   0.04198,  -0.09141
  -0.05887,   0.04280,  -0.09319
  -0.06018,   0.04362,  -0.09496
  -0.06149,   0.04444,  -0.09671
  -0.06281,   0.04525,  -0.09846
  -0.06412,   0.04605,  -0.10019
  -0.06543,   0.04685,  -0.10192
  -0.06675,   0.04765,  -0.10363
  -0.06807,   0.04845,  -0.10533
  -0.06938,   0.04924,  -0.10702
  -0.07070,   0.05002,  -0.10870
  -0.07202,   0.05080,  -0.11036
  -0.07333,   0.05158,  -0.11202
  -0.07465,   0.05235,  -0.11367
  -0.07597,   0.05312,  -0.11530
  -0.07729,   0.05388,  -0.11692
  -0.07861,   0.05464,  -0.11853
  -0.07993,   0.05540,  -0.12013
  -0.08125,   0.05615,  -0.12172
  -0.08257,   0.05690,  -0.12330
  -0.08389,   0.05764,  -0.12487
  -0.08521,   0.05838,  -0.12642
  -0.08653,   0.05912,  -0.12796
  -0.08785,   0.05985,  -0.12950
  -0.08917,   0.06058,  -0.13102
  -0.09049,   0.06130,  -0.13253
  -0.09181,   0.06202,  -0.13403
  -0.09313,   0.06274,  -0.13552
  -0.09445,   0.06345,  -0.13699
  -0.09577,   0.06416,  -0.13846
  -0.09709,   0.06486,  -0.13992
  -0.09840,   0.06556,  -0.14136
  -0.09972,   0.06626,  -0.14279
  -0.10104,   0.06695,  -0.14421
  -0.10236,   0.06764,  -0.14562
  -0.10368,   0.06832,  -0.14702
  -0.10500,   0.06901,  -0.14841
  -0.10631,   0.06968,  -0.14979
  -0.10763,   0.07036,  -0.15115
  -0.10894,   0.07103,  -0.15251
  -0.11026,   0.07169,  -0.15385
