# epsilon_xx, epsilon_yy, epsilon_xy
  -0.00000,  -0.00000,   0.00000
   0.00004,   0.00079,   0.00017
   0.00009,   0.00157,   0.00033
   0.00014,   0.00235,   0.00048
   0.00020,   0.00312,   0.00063
   0.00026,   0.00389,   0.00078
   0.00032,   0.00465,   0.00092
   0.00038,   0.00541,   0.00106
   0.00045,   0.00616,   0.00119
   0.00052,   0.00690,   0.00132
   0.00060,   0.00764,   0.00144
   0.00068,   0.00837,   0.00156
   0.00076,   0.00910,   0.00168
   0.00085,   0.00982,   0.00179
   0.00094,   0.01054,   0.00189
   0.00103,   0.01125,   0.00200
   0.00113,   0.01196,   0.00210
   0.00123,   0.01266,   0.00219
   0.00133,   0.01335,   0.00228
   0.00144,   0.01404,   0.00237
   0.00155,   0.01472,   0.00245
   0.00166,   0.01540,   0.00253
   0.00178,   0.01607,   0.00260
   0.00189,   0.01674,   0.00267
   0.00202,   0.01740,   0.00274
   0.00214,   0.01805,   0.00280
   0.00227,   0.01870,   0.00286
   0.00240,   0.01934,   0.00291
   0.00254,   0.01998,   0.00297
   0.00268,   0.02061,   0.00302
   0.00282,   0.02123,   0.00306
   0.00297,   0.02185,   0.00310
   0.00312,   0.02246,   0.00314
   0.00327,   0.02307,   0.00318
   0.00342,   0.02367,   0.00321
   0.00358,   0.02427,   0.00324
   0.00374,   0.02486,   0.00326
   0.00390,   0.02544,   0.00328
   0.00407,   0.02602,   0.00330
   0.00424,   0.02659,   0.00332
   0.00441,   0.02715,   0.00333
   0.00459,   0.02771,   0.00334
   0.00477,   0.02827,   0.00335
   0.00495,   0.02882,   0.00336
   0.00514,   0.02936,   0.00336
   0.00533,   0.02989,   0.00336
   0.00552,   0.03042,   0.00336
   0.00571,   0.03095,   0.00335
   0.00591,   0.03147,   0.00334
   0.00611,   0.03198,   0.00333
   0.00631,   0.03248,   0.00332
   0.00652,   0.03298,   0.00330
   0.00672,   0.03348,   0.00328
   0.00694,   0.03397,   0.00326
   0.00715,   0.03445,   0.00324
   0.00737,   0.03493,   0.00322
   0.00759,   0.03540,   0.00319
   0.00781,   0.03586,   0.00316
   0.00804,   0.03632,   0.00313
   0.00826,   0.03678,   0.00310
   0.00850,   0.03722,   0.00306
   0.00873,   0.03766,   0.00303
   0.00897,   0.03810,   0.00299
   0.00920,   0.03853,   0.00295
   0.00945,   0.03895,   0.00291
   0.00969,   0.03937,   0.00286
   0.00994,   0.03978,   0.00282
   0.01019,   0.04019,   0.00277
   0.01044,   0.04059,   0.00272
   0.01070,   0.04098,   0.00267
   0.01095,   0.04137,   0.00262
   0.01122,   0.04175,   0.00257
   0.01148,   0.04213,   0.00251
   0.01174,   0.04250,   0.00246
   0.01201,   0.04287,   0.00240
   0.01228,   0.04322,   0.00234
   0.01256,   0.04358,   0.00228
   0.01283,   0.04393,   0.00222
   0.01311,   0.04427,   0.00216
   0.01339,   0.04460,   0.00210
   0.01367,   0.04493,   0.00203
   0.01396,   0.04526,   0.00197
   0.01425,   0.04558,   0.00190
   0.01454,   0.04589,   0.00184
   0.01483,   0.04620,   0.00177
   0.01513,   0.04650,   0.00170
   0.01543,   0.04680,   0.00163
   0.01573,   0.04709,   0.00156
   0.01603,   0.04737,   0.00149
   0.01633,   0.04765,   0.00142
   0.01664,   0.04793,   0.00135
   0.01695,   0.04820,   0.00128
   0.01726,   0.04846,   0.00121
   0.01758,   0.04872,   0.00114
   0.01789,   0.04897,   0.00106
   0.01821,   0.04922,   0.00099
   0.01853,   0.04946,   0.00092
   0.01886,   0.04969,   0.00084
   0.01918,   0.04992,   0.00077
   0.01951,   0.05015,   0.00070
   0.01984,   0.05037,   0.00062
   0.02017,   0.05058,   0.00055
   0.02051,   0.05079,   0.00047
   0.02084,   0.05099,   0.00040
   0.02118,   0.05119,   0.00032
   0.02152,   0.05138,   0.00025
   0.02187,   0.05157,   0.00018
   0.02221,   0.05175,   0.00010
   0.02256,   0.05193,   0.00003
   0.02291,   0.05210,  -0.00004
   0.02326,   0.05227,  -0.00012
   0.02362,   0.05243,  -0.00019
   0.02397,   0.05259,  -0.00026
   0.02433,   0.05274,  -0.00034
   0.02469,   0.05289,  -0.00041
   0.02505,   0.05303,  -0.00048
   0.02542,   0.05316,  -0.00055
   0.02578,   0.05330,  -0.00062
   0.02615,   0.05342,  -0.00069
   0.02652,   0.05354,  -0.00076
   0.02689,   0.05366,  -0.00083
   0.02727,   0.05377,  -0.00089
   0.02764,   0.05388,  -0.00096
   0.02802,   0.05398,  -0.00103
   0.02840,   0.05408,  -0.00109
   0.02878,   0.05417,  -0.00116
   0.02917,   0.05426,  -0.00122
   0.02955,   0.05434,  -0.00129
   0.02994,   0.05442,  -0.00135
   0.03033,   0.05449,  -0.00141
   0.03072,   0.05456,  -0.00147
   0.03111,   0.05463,  -0.00153
   0.03151,   0.05469,  -0.00159
   0.03191,   0.05474,  -0.00165
   0.03231,   0.05479,  -0.00170
   0.03271,   0.05484,  -0.00176
   0.03311,   0.05488,  -0.00181
   0.03351,   0.05492,  -0.00186
   0.03392,   0.05495,  -0.00192
   0.03433,   0.05498,  -0.00197
   0.03474,   0.05501,  -0.00202
   0.03515,   0.05503,  -0.00206
   0.03556,   0.05504,  -0.00211
   0.03598,   0.05506,  -0.00216
   0.03639,   0.05506,  -0.00220
   0.03681,   0.05507,  -0.00224
   0.03723,   0.05507,  -0.00228
   0.03766,   0.05506,  -0.00232
   0.03808,   0.05505,  -0.00236
   0.03851,   0.05504,  -0.00240
   0.03893,   0.05502,  -0.00244
   0.03936,   0.05500,  -0.00247
   0.03979,   0.05498,  -0.00250
   0.04022,   0.05495,  -0.00253
   0.04066,   0.05492,  -0.00256
   0.04109,   0.05488,  -0.00259
   0.04153,   0.05484,  -0.00262
   0.04197,   0.05480,  -0.00264
   0.04241,   0.05475,  -0.00266
   0.04285,   0.05470,  -0.00268
   0.04330,   0.05465,  -0.00270
   0.04374,   0.05459,  -0.00272
   0.04419,   0.05453,  -0.00274
   0.04464,   0.05446,  -0.00275
   0.04509,   0.05439,  -0.00276
   0.04554,   0.05432,  -0.00277
   0.04600,   0.05424,  -0.00278
   0.04645,   0.05417,  -0.00279
   0.04691,   0.05408,  -0.00279
   0.04737,   0.05400,  -0.00280
   0.04783,   0.05391,  -0.00280
   0.04829,   0.05382,  -0.00280
   0.04875,   0.05372,  -0.00280
   0.04922,   0.05362,  -0.00279
   0.04969,   0.05352,  -0.00279
   0.05015,   0.05342,  -0.00278
   0.05062,   0.05331,  -0.00277
   0.05109,   0.05320,  -0.00275
   0.05157,   0.05308,  -0.00274
   0.05204,   0.05297,  -0.00272
   0.05252,   0.05285,  -0.00271
   0.05299,   0.05272,  -0.00269
   0.05347,   0.05260,  -0.00266
   0.05395,   0.05247,  -0.00264
   0.05444,   0.05234,  -0.00261
   0.05492,   0.05220,  -0.00258
   0.05540,   0.05207,  -0.00255
   0.05589,   0.05193,  -0.00252
   0.05638,   0.05179,  -0.00249
   0.05687,   0.05164,  -0.00245
   0.05736,   0.05150,  -0.00241
   0.05785,   0.05135,  -0.00237
   0.05835,   0.05119,  -0.00233
   0.05884,   0.05104,  -0.00228
   0.05934,   0.05088,  -0.00223
   0.05984,   0.05072,  -0.00218
   0.06034,   0.05056,  -0.00213
   0.06084,   0.05040,  -0.00208
   0.06134,   0.05023,  -0.00202
   0.06184,   0.05007,  -0.00196
   0.06235,   0.04990,  -0.00190
   0.06286,   0.04972,  -0.00184
   0.06337,   0.04955,  -0.00177
   0.06388,   0.04937,  -0.00171
   0.06439,   0.04919,  -0.00164
   0.06490,   0.04901,  -0.00157
   0.06542,   0.04883,  -0.00149
   0.06593,   0.04865,  -0.00142
   0.06645,   0.04846,  -0.00134
   0.06697,   0.04827,  -0.00126
   0.06749,   0.04808,  -0.00117
   0.06801,   0.04789,  -0.00109
   0.06853,   0.04770,  -0.00100
   0.06906,   0.04750,  -0.00091
   0.06959,   0.04731,  -0.00082
   0.07011,   0.04711,  -0.00073
   0.07064,   0.04691,  -0.00063
   0.07117,   0.04671,  -0.00053
   0.07170,   0.04650,  -0.00043
   0.07224,   0.04630,  -0.00033
   0.07277,   0.04609,  -0.00023
   0.07331,   0.04589,  -0.00012
   0.07385,   0.04568,  -0.00001
   0.07439,   0.04547,   0.00010
   0.07493,   0.04526,   0.00022
   0.07547,   0.04505,   0.00033
   0.07601,   0.04483,   0.00045
   0.07656,   0.04462,   0.00057
   0.07711,   0.04440,   0.00069
   0.07765,   0.04419,   0.00082
   0.07820,   0.04397,   0.00094
   0.07875,   0.04375,   0.00107
   0.07931,   0.04353,   0.00120
   0.07986,   0.04331,   0.00134
   0.08042,   0.04309,   0.00147
   0.08097,   0.04286,   0.00161
   0.08153,   0.04264,   0.00175
   0.08209,   0.04242,   0.00189
   0.08265,   0.04219,   0.00204
   0.08322,   0.04197,   0.00218
   0.08378,   0.04174,   0.00233
   0.08435,   0.04151,   0.00248
