-1.545028527557963098e+05 -8.182939102964234189e+04 -1.684139338914435939e+05 -1.082511118340770190e+05 -7.416759080981549050e+04
-1.540521728078546876e+05 -7.802550819183952990e+04 -1.672341873584871064e+05 -1.090061776277266908e+05 -7.378343269252227037e+04
-1.529318293065584148e+05 -7.472052446413712460e+04 -1.654434946559187374e+05 -1.100859156435042096e+05 -7.365306873292174714e+04
-1.512258858496668399e+05 -7.202340587678870361e+04 -1.629840650401805469e+05 -1.114867119641986210e+05 -7.383675950922050106e+04
-1.490241988354857895e+05 -7.002671211617870722e+04 -1.598288019737353898e+05 -1.132021269423258927e+05 -7.439001827585361025e+04
-1.464175024556711141e+05 -6.880085279277220252e+04 -1.559822313828766928e+05 -1.152204059491880762e+05 -7.535712128444359405e+04
-1.434932689348341955e+05 -6.838908617466647411e+04 -1.514793683278668905e+05 -1.175215943930538924e+05 -7.676522492229772615e+04
-1.403325719417892396e+05 -6.880359248303857748e+04 -1.463826522539383150e+05 -1.200744958964968391e+05 -7.861965915957684047e+04
-1.370080087413116707e+05 -7.002302863020125369e+04 -1.407773073074286513e+05 -1.228339422386672086e+05 -8.090094927523336082e+04
-1.335825866797605995e+05 -7.199187325135539868e+04 -1.347655077235288045e+05 -1.257386430031438067e+05 -8.356393331693611981e+04
-1.301094860945118853e+05 -7.462176352971961023e+04 -1.284598553502637369e+05 -1.287100644967565895e+05 -8.653911303896726167e+04
-1.266323847890529869e+05 -7.779490513469601865e+04 -1.219766934631749027e+05 -1.316525510614975647e+05 -8.973616138644982129e+04
-1.231861565537163260e+05 -8.136948928155488102e+04 -1.154297541051051667e+05 -1.344549115442108887e+05 -9.304931066841020947e+04
-1.197977119158609275e+05 -8.518684965066930454e+04 -1.089246536391500849e+05 -1.369935732825553278e+05 -9.636415581737729372e+04
-1.164867682335095305e+05 -8.908003532845353766e+04 -1.025545380735586368e+05 -1.391371843323717767e+05 -9.956522287505687564e+04
-1.132665173564796569e+05 -9.288321196036052424e+04 -9.639717605205727159e+04 -1.407525194812517439e+05 -1.025437249281136901e+05
-1.101441681544424500e+05 -9.644135213842302619e+04 -9.051354658798238961e+04 -1.417113632510552125e+05 -1.052046970424575557e+05
-1.071213820521129528e+05 -9.961951940777906566e+04 -8.494793547467912140e+04 -1.418979783262128185e+05 -1.074730300294867629e+05
-1.041948128211336443e+05 -1.023110869953500369e+05 -7.972932106537827349e+04 -1.412166007080903219e+05 -1.092978631685086875e+05
-1.013568192866822792e+05 -1.044443187870152760e+05 -7.487380301360521116e+04 -1.395985150734854396e+05 -1.106550455717703589e+05
-9.859649773677933263e+04 -1.059868210429356259e+05 -7.038769302303777658e+04 -1.370081286217018496e+05 -1.115474896040560707e+05
-9.590108756949657982e+04 -1.069475131847340526e+05 -6.627094541253233911e+04 -1.334475668170637218e+05 -1.120035744131821411e+05
-9.325777041457570158e+04 -1.073759715983805363e+05 -6.252051490422891948e+04 -1.289592929874499823e+05 -1.120737042369209375e+05
-9.065575945380456687e+04 -1.073592051217133558e+05 -5.913337306989870558e+04 -1.236265681341265736e+05 -1.118254902162719663e+05
-8.808856307956881938e+04 -1.070160260462283331e+05 -5.610887688983593398e+04 -1.175714334723567881e+05 -1.113379228762486164e+05
-8.555605838112432684e+04 -1.064894968464251579e+05 -5.345046209316481691e+04 -1.109502671242768556e+05 -1.106951295299277263e+05
-8.306634793542714033e+04 -1.059378347965022258e+05 -5.116646333021988539e+04 -1.039470221325378661e+05 -1.099801029860498675e+05
-8.063688291358786228e+04 -1.055245460854953853e+05 -4.927014390943045873e+04 -9.676452765443669341e+04 -1.092690048881491093e+05
-7.829488378359694616e+04 -1.054082643987132469e+05 -4.777907096910061227e+04 -8.961429057818377623e+04 -1.086262999379379326e+05
-7.607668584568420192e+04 -1.057330720230084844e+05 -4.671384503448935720e+04 -8.270547868923518399e+04 -1.081010903103296587e+05
-7.402616918944670761e+04 -1.066197885285266530e+05 -4.609640993832097593e+04 -7.623378694362821989e+04 -1.077248550201776088e+05
-7.219219338416129176e+04 -1.081587112112191680e+05 -4.594807158668471675e+04 -7.037101705581277201e+04 -1.075105758722650353e+05
-7.062527108285253053e+04 -1.104042174464542768e+05 -4.628733221528624563e+04 -6.525608483072462695e+04 -1.074533351519110438e+05
-6.937376051552772697e+04 -1.133714513583208027e+05 -4.712769256753488298e+04 -6.098818224391477997e+04 -1.075321538468818471e+05
-6.847993654684690409e+04 -1.170350916477047140e+05 -4.847545845273984742e+04 -5.762264037014485803e+04 -1.077129778458111541e+05
-6.797624415026510542e+04 -1.213303370613100851e+05 -5.032773793720700633e+04 -5.516974334614181134e+04 -1.079524347305639822e+05
-6.788224461280892137e+04 -1.261558029297428002e+05 -5.267063916469430114e+04 -5.359668790113821888e+04 -1.082021889225941850e+05
-6.820249933968258847e+04 -1.313781625758341106e+05 -5.547779793793766294e+04 -5.283245669702810119e+04 -1.084134827198181447e+05
-6.892567730086616939e+04 -1.368382586473823176e+05 -5.870932208628495573e+04 -5.277517119248088420e+04 -1.085416623829607270e+05
-7.002501556212748983e+04 -1.423582711787681619e+05 -6.231128458643094928e+04 -5.330134804793295189e+04 -1.085502925462180574e+05
-7.146017054731401731e+04 -1.477496451720159675e+05 -6.621580214395158691e+04 -5.427626064427915844e+04 -1.084147587364930223e+05
